合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.00,373.80,370.00,373.00,-0.02,-0.01%,372.94,346.00,"122,425,940.00",-,,
Au99.99,372.00,374.45,366.00,373.50,-1.14,-0.30%,373.19,"16,367.30","5,727,627,050.60",-,,
Au100g,370.05,374.50,369.57,373.12,-1.12,-0.30%,372.91,29.00,"10,814,592.00",-,,
iAu99.99,410.00,410.00,383.00,383.00,-1.42,-0.37%,383.56,720.92,"276,516,900.00",-,,
Au(T+D),368.00,374.18,367.41,373.02,0.11,0.03%,371.90,"93,572.00","34,800,257,140.00","238,146",多支付给空,"10,876"
Au(T+N1),367.30,374.80,367.00,373.10,-0.25,-0.07%,372.55,57.80,"21,533,060.00","193,634",,
Au(T+N2),370.00,376.85,370.00,374.75,-0.15,-0.04%,373.55,7.80,"2,913,680.00","119,438",,
mAu(T+D),368.01,374.25,368.01,373.34,0.44,0.12%,372.05,"17,778.40","6,614,605,424.00","949,086",空支付给多,"33,338"
Pt99.95,173.30,181.96,173.30,178.95,-5.05,-2.74%,178.70,514.00,"91,856,220.00",-,,
Ag(T+D),"3,554","3,620","3,549","3,564",-134,-3.62%,"3,577","14,894,054.00","53,285,309,236.00","10,648,500",多支付给空,"67,050"
NYAuTN06,379.85,405.00,369.50,384.10,-0.40,-0.10%,382.85,"1,141.40","436,990,080.00","75,236",,
NYAuTN12,379.80,385.00,379.50,384.45,-1.30,-0.34%,383.55,962.80,"369,300,430.00","63,446",,
PGC30g,375.83,379.50,375.83,378.43,-0.69,-0.18%,378.14,0.54,"204,199.20",-,,
