合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,402.00,402.00,400.00,400.21,-0.93,-0.23%,400.54,486.00,"194,665,600.00",-,,
Au99.99,401.58,402.48,399.71,400.73,-0.27,-0.07%,401.24,"12,159.58","4,787,946,779.40",-,,
Au100g,403.99,403.99,401.11,401.53,0.07,0.02%,402.07,25.00,"10,051,848.00",-,,
iAu99.99,403.60,403.60,401.60,402.60,7.75,1.96%,402.60,"3,200.04","1,290,896,104.00",-,,
Au(T+D),402.00,402.29,399.31,400.42,0.86,0.22%,400.96,"46,364.00","18,590,501,560.00","190,448",空支付给多,"22,288"
Au(T+N1),405.00,405.95,403.30,404.45,-0.10,-0.02%,404.30,15.60,"6,307,310.00","82,672",多支付给空,"1,400"
Au(T+N2),406.70,409.00,406.00,407.60,0.40,0.10%,407.45,9.20,"3,748,580.00","3,802",,
mAu(T+D),402.06,403.46,399.83,400.90,1.00,0.25%,401.24,"9,049.00","3,630,832,592.00","559,692",空支付给多,"34,388"
Pt99.95,236.00,236.00,234.90,235.76,5.12,2.22%,235.75,90.00,"21,217,760.00",-,,
Ag99.99,"5,695","5,695","5,695","5,695",165,2.98%,"5,695",600.00,"3,417,000.00",40,,
Ag(T+D),"5,715","5,720","5,645","5,664",-3,-0.05%,"5,680","10,580,722.00","60,107,738,656.00","11,060,616",多支付给空,"207,120"
NYAuTN06,408.85,408.85,406.05,408.20,1.70,0.42%,407.75,140.00,"57,089,140.00","49,426",,
NYAuTN12,413.85,413.85,411.15,413.25,1.15,0.28%,413.05,82.00,"33,870,090.00","6,060",,
PGC30g,405.62,406.00,405.61,405.74,0.36,0.09%,405.74,0.24,"97,378.20",-,,
