合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.80,374.40,373.80,374.27,2.09,0.56%,373.92,108.00,"40,383,800.00",-,,
Au99.99,373.50,374.99,372.50,374.39,1.52,0.41%,374.01,"10,286.80","3,921,465,256.60",-,,
Au100g,374.00,375.00,372.08,374.00,0.73,0.20%,373.86,24.40,"9,122,330.00",-,,
iAu99.99,372.50,374.25,372.50,373.98,1.79,0.48%,373.98,2.00,"747,961.00",-,,
Au(T+D),373.67,374.98,371.88,374.47,1.79,0.48%,373.86,"18,764.00","7,015,200,560.00","151,772",空支付给多,"12,656"
Au(T+N1),377.95,377.95,376.25,377.05,0.85,0.23%,377.05,0.60,"226,240.00",720,,
Au(T+N2),375.35,376.10,372.55,375.40,2.15,0.58%,375.20,32.80,"12,306,670.00","88,980",多支付给空,
mAu(T+D),373.48,374.99,371.90,374.30,1.57,0.42%,373.82,"3,437.60","1,285,061,562.00","553,592",空支付给多,"10,598"
Pt99.95,211.00,215.60,210.70,215.06,0.05,0.02%,213.07,606.00,"129,125,400.00",-,,
Ag(T+D),"4,993","5,023","4,960","4,995",0,0.00%,"4,990","2,424,628.00","12,101,178,264.00","7,536,924",多支付给空,"134,670"
NYAuTN06,379.20,380.20,377.35,380.10,1.80,0.48%,379.40,48.20,"18,286,870.00","16,186",,
NYAuTN12,375.60,376.80,373.95,376.10,1.50,0.40%,375.75,65.40,"24,574,830.00","35,098",,
PGC30g,378.78,380.22,378.78,379.99,1.09,0.29%,379.80,0.42,"159,517.80",-,,
