合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.00,391.00,389.90,390.00,0.45,0.12%,390.31,656.00,"256,044,380.00",-,,
Au99.99,390.80,391.50,389.80,390.39,-0.27,-0.07%,390.78,"12,172.96","4,674,008,840.40",-,,
Au100g,391.27,393.00,391.00,391.73,0.18,0.05%,391.99,11.00,"4,311,918.00",-,,
iAu99.99,393.80,394.50,393.80,394.33,-0.29,-0.07%,394.33,1.36,"536,290.00",-,,
Au(T+D),390.24,391.79,388.90,390.05,-1.63,-0.42%,390.46,"19,598.00","7,652,365,420.00","191,102",多支付给空,"11,792"
Au(T+N1),395.30,396.10,393.50,393.60,-6.25,-1.56%,394.65,631.00,"249,025,890.00","82,654",多支付给空,400
Au(T+N2),399.05,399.05,399.00,399.00,-1.00,-0.25%,399.00,9.20,"3,671,010.00","3,714",,
mAu(T+D),390.29,392.00,389.30,390.21,-1.53,-0.39%,390.68,"6,070.40","2,371,621,868.00","534,440",多支付给空,"37,840"
Pt99.95,231.59,232.18,230.80,230.95,3.19,1.40%,231.62,396.00,"84,680,600.00",-,,
Ag(T+D),"5,445","5,524","5,420","5,490",-13,-0.24%,"5,471","10,778,742.00","58,977,120,546.00","11,520,000",多支付给空,120
NYAuTN06,398.40,400.15,397.50,399.35,-0.05,-0.01%,398.35,241.20,"96,085,200.00","58,072",,
NYAuTN12,403.80,404.85,402.90,404.35,-0.40,-0.10%,403.85,85.20,"34,406,550.00","4,544",,
PGC30g,395.65,396.34,395.65,395.95,0.74,0.19%,395.95,0.18,"71,271.60",-,,
