合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.00,376.97,375.00,376.57,1.53,0.41%,376.72,178.00,"67,057,280.00",-,,
Au99.99,375.18,377.20,374.00,376.87,1.25,0.33%,376.86,"8,832.32","3,328,574,271.60",-,,
Au100g,375.21,377.65,374.67,377.55,1.89,0.50%,376.99,18.60,"7,012,158.00",-,,
iAu99.99,376.70,377.00,375.75,376.78,0.69,0.18%,376.78,3.14,"1,183,099.60",-,,
Au(T+D),374.85,377.20,373.49,376.89,0.67,0.18%,376.28,"18,348.00","6,904,138,040.00","157,908",空支付给多,"6,456"
Au(T+N1),378.10,380.90,377.25,380.40,1.25,0.33%,379.45,11.00,"4,174,230.00",648,,
Au(T+N2),376.10,378.90,375.85,377.90,0.30,0.08%,377.25,9.40,"3,546,060.00","89,330",,
mAu(T+D),374.77,377.20,373.70,376.86,0.51,0.14%,376.28,"3,595.80","1,353,054,012.00","528,512",空支付给多,"14,036"
Pt99.95,242.06,242.92,241.98,242.11,5.10,2.15%,242.17,242.00,"58,396,060.00",-,,
Ag99.99,"5,452","5,452","5,452","5,452",77,1.43%,"5,452","2,730.00","14,883,960.00",182,,
Ag(T+D),"5,362","5,433","5,359","5,425",35,0.65%,"5,408","3,716,802.00","20,101,970,780.00","8,068,614",多支付给空,"84,870"
NYAuTN06,382.35,384.15,380.95,384.00,1.00,0.26%,382.55,21.20,"8,110,090.00","9,792",,
NYAuTN12,379.75,380.80,378.00,380.10,0.60,0.16%,380.00,53.20,"20,216,590.00","37,098",,
PGC30g,381.10,382.00,381.10,381.56,1.15,0.30%,381.56,0.18,"68,681.40",-,,
