合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.50,397.80,397.00,397.34,0.59,0.15%,397.26,336.00,"133,481,200.00",-,,
Au99.99,398.00,398.20,396.01,397.46,0.49,0.12%,397.61,"9,502.78","3,691,276,380.60",-,,
Au100g,397.09,398.14,397.02,397.84,1.19,0.30%,397.69,34.40,"13,680,640.00",-,,
iAu99.99,400.10,402.40,400.10,401.25,1.25,0.31%,401.25,0.04,"16,050.00",-,,
Au(T+D),397.35,398.45,396.64,397.19,0.05,0.01%,397.63,"42,672.00","16,967,680,340.00","242,016",多支付给空,"5,438"
Au(T+N1),403.75,403.80,400.50,402.30,-0.15,-0.04%,402.20,7.00,"2,815,570.00","23,778",多支付给空,120
Au(T+N2),401.00,401.00,400.25,400.40,0.40,0.10%,400.60,12.60,"5,047,670.00","140,564",多支付给空,600
mAu(T+D),397.45,398.38,396.75,397.39,0.22,0.06%,397.61,"6,062.60","2,410,594,356.00","872,410",多支付给空,"50,536"
Pt99.95,193.60,195.50,193.50,194.44,0.13,0.07%,194.58,490.00,"95,246,480.00",-,,
Ag(T+D),"4,356","4,390","4,330","4,330",8,0.19%,"4,359","11,634,022.00","50,717,697,596.00","13,341,034",多支付给空,"73,380"
NYAuTN06,408.40,409.85,407.30,408.60,0.25,0.06%,409.05,215.40,"88,105,960.00","15,450",,
NYAuTN12,404.55,407.50,404.55,406.35,-0.05,-0.01%,406.55,489.60,"199,059,410.00","74,072",,
PGC30g,404.00,404.00,402.51,403.09,-0.68,-0.17%,403.09,0.30,"120,928.80",-,,
