合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.00,380.30,378.80,380.17,2.50,0.66%,379.86,294.00,"111,680,800.00",-,,
Au99.99,378.65,381.00,378.00,380.50,2.79,0.74%,380.10,"10,969.88","4,213,891,679.40",-,,
Au100g,379.00,380.90,378.83,380.51,2.39,0.63%,379.98,21.60,"8,207,596.00",-,,
iAu99.99,280.01,380.75,280.01,372.48,-4.66,-1.24%,372.48,0.28,"104,295.20",-,,
Au(T+D),378.00,380.80,377.70,380.32,3.05,0.81%,379.80,"23,000.00","8,735,601,840.00","155,256",空支付给多,"7,114"
Au(T+N1),382.00,384.00,381.10,384.00,3.10,0.81%,382.90,11.20,"4,288,290.00",676,,
Au(T+N2),379.40,382.00,379.40,381.30,2.80,0.74%,380.70,7.60,"2,893,220.00","89,336",,
mAu(T+D),378.20,381.00,377.68,380.59,3.25,0.86%,379.75,"4,812.20","1,827,480,524.00","522,202",多支付给空,"15,214"
Pt99.95,243.80,245.62,243.70,245.35,4.64,1.93%,244.88,528.00,"130,055,600.00",-,,
Ag(T+D),"5,395","5,450","5,381","5,429",48,0.89%,"5,420","5,062,656.00","27,439,760,420.00","8,192,994",多支付给空,"107,490"
NYAuTN06,385.60,388.55,385.50,388.20,3.30,0.86%,387.80,124.80,"48,400,140.00","11,440",,
NYAuTN12,382.10,384.75,381.70,384.40,3.40,0.89%,383.30,116.80,"44,768,500.00","36,976",,
PGC30g,386.13,387.00,386.13,386.56,2.87,0.75%,386.56,0.12,"46,387.80",-,,
