合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.00,370.20,368.95,369.84,-1.26,-0.34%,369.99,256.00,"94,719,600.00",-,,
Au99.99,369.09,372.00,369.09,370.19,-1.48,-0.40%,370.16,"13,560.50","5,033,748,617.60",-,,
Au100g,372.48,372.48,370.00,370.92,-0.92,-0.25%,371.20,10.60,"3,934,780.00",-,,
iAu99.99,370.16,370.50,368.50,369.02,-1.88,-0.51%,369.36,"1,430.84","528,496,457.00",-,,
Au(T+D),371.00,372.55,369.00,369.76,-0.04,-0.01%,370.40,"17,910.00","6,633,925,840.00","145,410",空支付给多,"6,706"
Au(T+N1),374.50,374.95,373.00,373.20,-4.25,-1.13%,373.25,8.80,"3,284,820.00",694,,
Au(T+N2),372.35,373.00,369.05,370.05,-0.65,-0.18%,371.85,14.00,"5,205,690.00","90,632",,
mAu(T+D),371.50,372.60,369.15,369.87,-0.75,-0.20%,370.32,"5,047.60","1,869,276,290.00","494,924",多支付给空,"31,838"
Pt99.95,217.40,219.27,217.40,218.21,0.17,0.08%,218.41,228.00,"49,799,460.00",-,,
Ag(T+D),"4,919","4,942","4,829","4,847",-61,-1.24%,"4,882","3,515,684.00","17,165,181,228.00","7,080,138",多支付给空,"60,780"
NYAuTN06,376.90,377.50,373.95,374.05,-0.65,-0.17%,374.70,94.60,"35,445,490.00","18,128",,
NYAuTN12,373.00,373.05,370.25,370.65,-0.75,-0.20%,371.25,37.20,"13,810,150.00","26,958",,
PGC30g,377.00,377.00,377.00,377.00,1.00,0.27%,377.00,0.06,"22,620.00",-,,
