合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.30,382.00,379.80,381.84,2.59,0.68%,380.61,594.00,"226,083,200.00",-,,
Au99.99,384.90,384.90,379.18,381.14,2.34,0.62%,380.51,"17,498.32","5,950,363,310.40",-,,
Au100g,381.00,381.90,378.50,381.37,2.54,0.67%,380.22,82.00,"31,178,152.00",-,,
iAu99.99,391.00,392.00,389.70,391.50,2.17,0.56%,390.80,401.60,"156,948,119.00",-,,
Au(T+D),381.50,382.20,378.81,382.01,3.95,1.04%,380.83,"96,036.00","36,574,229,580.00","234,224",多支付给空,"14,816"
Au(T+N1),380.15,383.00,379.60,382.90,3.50,0.92%,381.35,98.60,"37,600,080.00","192,398",多支付给空,400
Au(T+N2),383.50,385.10,381.20,385.00,4.05,1.06%,383.90,43.60,"16,739,180.00","119,632",,
mAu(T+D),381.60,382.33,379.01,382.00,3.73,0.99%,380.82,"17,397.80","6,625,527,284.00","941,118",空支付给多,"35,538"
Pt99.95,182.50,184.66,182.00,183.88,1.30,0.71%,183.46,120.00,"22,015,920.00",-,,
Ag(T+D),"3,703","3,743","3,668","3,711",61,1.67%,"3,708","11,792,734.00","43,728,690,420.00","9,465,334",空支付给多,"352,800"
NYAuTN06,392.00,393.05,389.00,392.50,4.05,1.04%,390.90,"1,063.60","415,783,190.00","67,542",,
NYAuTN12,391.95,393.10,389.10,392.75,4.10,1.05%,391.10,836.40,"327,122,160.00","65,790",,
PGC30g,387.58,387.71,385.49,386.62,1.38,0.36%,386.93,0.84,"325,023.60",-,,
