合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.99,385.50,376.99,384.15,-0.17,-0.04%,384.52,304.00,"116,894,960.00",-,,
Au99.99,385.00,386.00,384.00,384.97,0.37,0.10%,384.95,"16,524.22","6,315,000,464.60",-,,
Au100g,386.78,387.50,385.50,385.62,-0.63,-0.16%,386.43,22.80,"8,810,640.00",-,,
iAu99.99,384.00,384.64,382.00,384.29,0.90,0.23%,384.35,621.04,"238,698,920.00",-,,
Au(T+D),384.08,385.60,383.32,384.70,1.75,0.46%,384.60,"21,736.00","8,359,704,520.00","165,258",多支付给空,"12,764"
Au(T+N1),386.65,386.75,386.65,386.65,2.75,0.72%,386.65,1.20,"464,000.00","158,366",,
Au(T+N2),391.80,391.80,389.70,390.80,1.00,0.26%,390.80,4.40,"1,719,520.00","43,834",,
mAu(T+D),383.96,385.80,383.60,384.80,1.77,0.46%,384.82,"6,515.80","2,507,475,156.00","591,798",多支付给空,"33,420"
Pt99.95,233.55,238.08,233.39,237.53,1.86,0.79%,237.32,150.00,"35,598,940.00",-,,
Ag(T+D),"5,171","5,270","5,156","5,219",67,1.30%,"5,216","7,475,232.00","38,995,100,976.00","10,649,786",空支付给多,"170,310"
NYAuTN06,386.75,388.50,386.35,387.50,1.90,0.49%,387.50,19.60,"7,594,940.00","40,092",,
NYAuTN12,391.95,394.00,391.95,393.15,2.00,0.51%,393.20,8.80,"3,460,300.00","10,706",,
PGC30g,389.71,389.71,389.71,389.71,0.85,0.22%,389.71,0.06,"23,382.60",-,,
