合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.20,373.60,372.30,372.51,-1.83,-0.49%,373.02,288.00,"107,432,140.00",-,,
Au99.99,376.10,376.10,371.50,372.83,-0.98,-0.26%,373.10,"14,248.08","5,331,850,429.60",-,,
Au100g,376.50,376.50,373.00,373.40,-1.66,-0.44%,374.01,35.40,"13,240,088.00",-,,
iAu99.99,374.00,374.00,371.00,371.10,-1.90,-0.51%,371.46,812.62,"301,861,387.80",-,,
Au(T+D),375.50,376.31,371.06,372.45,-1.87,-0.50%,373.15,"26,294.00","9,811,810,120.00","166,394",空支付给多,"6,042"
Au(T+N1),374.55,374.80,372.60,373.45,-2.25,-0.60%,374.00,67.60,"25,283,980.00","134,624",,
Au(T+N2),376.10,377.50,375.20,376.25,-1.30,-0.34%,376.25,6.00,"2,257,500.00","88,860",,
mAu(T+D),375.10,376.36,371.23,372.74,-1.66,-0.44%,373.16,"5,030.20","1,877,102,118.00","523,438",空支付给多,"15,292"
Pt99.95,264.63,267.64,264.50,266.42,4.72,1.80%,265.43,416.00,"102,400,740.00",-,,
Ag99.99,"5,395","5,395","5,395","5,395",-5,-0.09%,"5,395",60.00,"323,700.00",4,,
Ag(T+D),"5,423","5,465","5,335","5,359",-59,-1.09%,"5,389","6,532,864.00","35,205,880,710.00","8,007,136",多支付给空,"142,410"
NYAuTN06,375.45,375.70,370.95,372.35,-1.50,-0.40%,372.30,24.00,"8,934,750.00","37,826",,
NYAuTN12,380.00,380.20,375.95,376.85,-1.65,-0.44%,378.05,84.60,"31,984,510.00","25,398",,
PGC30g,378.30,378.30,378.30,378.30,-2.63,-0.69%,378.30,0.06,"22,698.00",-,,
