合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.00,380.50,380.00,380.49,1.59,0.42%,380.35,170.00,"64,660,940.00",-,,
Au99.99,380.50,381.00,378.80,380.90,2.12,0.56%,380.29,"8,065.30","3,066,010,968.40",-,,
Au100g,380.50,381.00,378.01,379.71,0.01,0.00%,380.49,20.40,"7,762,194.00",-,,
iAu99.99,379.50,379.50,379.50,379.50,0.55,0.15%,379.50,0.02,"7,590.00",-,,
Au(T+D),379.94,381.16,379.20,380.64,2.46,0.65%,380.23,"19,314.00","7,343,920,420.00","157,806",多支付给空,"5,370"
Au(T+N1),384.00,384.00,384.00,384.00,2.35,0.62%,384.00,0.20,"76,800.00",754,,
Au(T+N2),380.50,382.95,379.75,381.80,2.20,0.58%,381.35,20.00,"7,627,340.00","89,268",,
mAu(T+D),379.72,381.08,379.21,380.80,2.53,0.67%,380.21,"2,599.20","988,255,436.00","537,926",空支付给多,"13,956"
Pt99.95,231.44,231.44,227.73,229.11,-3.74,-1.61%,228.45,708.00,"161,743,680.00",-,,
Ag99.99,"5,357","5,357","5,357","5,357",29,0.54%,"5,357","1,200.00","6,428,400.00",80,,
Ag(T+D),"5,327","5,355","5,308","5,342",91,1.73%,"5,331","3,576,482.00","19,069,205,270.00","7,530,036",多支付给空,"91,680"
NYAuTN06,386.25,387.45,386.20,387.35,2.15,0.56%,387.05,17.60,"6,812,190.00","11,986",,
NYAuTN12,383.40,384.45,383.25,384.35,2.60,0.68%,383.85,39.20,"15,047,460.00","36,912",,
PGC30g,386.50,386.50,386.50,386.50,1.50,0.39%,386.50,0.06,"23,190.00",-,,
