合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.60,374.50,370.60,374.20,4.36,1.18%,373.55,488.00,"182,293,800.00",-,,
Au99.99,369.80,375.49,369.53,374.50,3.83,1.03%,373.64,"15,080.96","5,634,919,079.40",-,,
Au100g,371.80,375.90,371.33,374.39,3.59,0.97%,374.38,42.00,"15,724,336.00",-,,
iAu99.99,367.40,373.70,367.40,373.70,4.95,1.34%,372.26,407.80,"151,811,039.60",-,,
Au(T+D),369.34,375.00,369.21,374.46,4.33,1.17%,372.88,"46,176.00","17,218,485,400.00","160,450",空支付给多,"11,564"
Au(T+N1),373.80,376.50,372.35,375.95,2.85,0.76%,375.05,11.40,"4,275,640.00","142,588",,
Au(T+N2),377.00,380.90,377.00,379.65,4.15,1.11%,379.05,10.40,"3,942,200.00","65,180",,
mAu(T+D),369.61,375.40,369.50,374.45,4.01,1.08%,373.35,"15,098.40","5,637,008,470.00","642,570",空支付给多,"66,968"
Pt99.95,277.12,277.89,275.39,275.71,5.60,2.07%,276.40,86.00,"23,770,700.00",-,,
Ag99.99,"5,680","5,680","5,680","5,680",250,4.60%,"5,680","3,000.00","17,040,000.00",200,,
Ag(T+D),"5,473","5,698","5,472","5,644",165,3.01%,"5,616","10,619,790.00","59,646,726,538.00","9,237,220",多支付给空,"34,080"
NYAuTN06,370.50,376.65,370.50,375.45,3.45,0.93%,373.75,322.00,"120,345,710.00","39,794",,
NYAuTN12,375.75,381.60,375.75,380.45,3.55,0.94%,379.20,81.60,"30,943,120.00","16,226",,
PGC30g,375.99,379.70,375.91,377.82,1.92,0.51%,377.82,0.24,"90,678.00",-,,
