合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,396.01,397.35,393.20,396.30,5.69,1.46%,395.40,516.00,"204,030,220.00",-,,
Au99.99,390.98,397.91,389.43,395.96,5.62,1.44%,396.09,"16,427.90","6,463,072,842.80",-,,
Au100g,391.10,398.20,390.01,397.24,5.75,1.47%,395.54,33.20,"13,132,072.00",-,,
Au(T+D),390.20,397.73,389.41,396.09,5.57,1.43%,394.41,"40,992.00","16,167,910,420.00","205,496",多支付给空,"10,036"
Au(T+N1),396.25,402.50,394.70,402.30,6.05,1.53%,400.50,7.40,"2,963,800.00","72,288",,
Au(T+N2),399.00,407.55,399.00,406.70,7.45,1.87%,404.10,9.40,"3,798,480.00","3,438",,
mAu(T+D),389.89,397.88,389.72,396.04,5.44,1.39%,395.01,"8,921.00","3,523,906,154.00","517,146",多支付给空,"45,018"
Pt99.95,226.00,230.79,226.00,229.88,2.85,1.26%,227.42,246.00,"54,821,280.00",-,,
Ag99.99,"5,657","5,657","5,657","5,657",514,9.99%,"5,657","3,300.00","18,668,100.00",220,,
Ag(T+D),"5,330","5,719","5,310","5,639",298,5.58%,"5,503","24,207,576.00","133,224,369,100.00","11,662,316",多支付给空,"3,000"
NYAuTN06,400.00,406.00,399.25,404.50,4.95,1.24%,403.40,151.80,"61,236,810.00","48,364",,
NYAuTN12,405.45,410.85,405.15,409.20,4.20,1.04%,408.65,21.00,"8,581,640.00","1,274",,
PGC30g,393.39,493.81,393.39,418.92,22.76,5.75%,414.66,0.36,"149,280.00",-,,
