合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,394.70,395.40,391.00,391.60,-0.32,-0.08%,393.13,782.00,"307,428,760.00",-,,
Au99.99,392.99,396.00,391.36,391.61,-0.60,-0.15%,394.24,"17,212.46","6,730,891,052.60",-,,
Au100g,392.59,396.47,392.00,393.61,0.82,0.21%,394.96,28.40,"11,216,946.00",-,,
iAu99.99,398.00,398.00,396.30,397.10,5.88,1.50%,397.10,0.08,"31,768.00",-,,
Au(T+D),392.35,395.67,390.00,391.62,0.73,0.19%,393.60,"37,886.00","14,912,282,960.00","188,892",多支付给空,"8,496"
Au(T+N1),398.00,400.00,395.20,397.45,1.45,0.37%,397.65,15.20,"6,044,060.00","76,050",,
Au(T+N2),402.00,403.00,400.40,401.70,0.40,0.10%,401.70,4.40,"1,767,400.00","3,674",多支付给空,200
mAu(T+D),391.60,395.97,390.33,391.88,0.59,0.15%,394.24,"8,262.40","3,257,392,206.00","507,224",多支付给空,"49,896"
Pt99.95,227.24,228.10,226.02,227.44,-1.08,-0.47%,227.43,170.00,"38,664,220.00",-,,
Ag99.99,"5,530","5,530","5,530","5,530",146,2.71%,"5,530","6,720.00","37,161,600.00",448,,
Ag(T+D),"5,351","5,586","5,340","5,489",161,3.02%,"5,493","13,786,468.00","75,734,524,310.00","11,507,494",多支付给空,"3,180"
NYAuTN06,401.00,403.10,398.85,400.50,2.35,0.59%,402.00,168.40,"67,700,070.00","51,462",,
NYAuTN12,404.90,408.35,403.45,405.30,2.10,0.52%,406.05,34.00,"13,806,020.00","3,336",,
PGC30g,397.47,400.23,396.00,396.79,1.08,0.27%,397.16,1.14,"452,771.40",-,,
