合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,378.80,378.80,369.99,378.03,1.23,0.33%,378.20,416.00,"157,332,040.00",-,,
Au99.99,379.40,379.40,375.80,378.10,1.06,0.28%,378.59,"14,951.58","5,568,033,543.40",-,,
Au100g,378.17,379.16,377.00,378.17,0.67,0.18%,378.28,24.40,"9,230,140.00",-,,
iAu99.99,387.00,387.00,386.80,386.90,2.40,0.62%,386.90,4.40,"1,702,400.00",-,,
iAu100g,355.98,355.98,355.98,355.98,0.03,0.01%,355.98,0.40,"142,392.00",-,,
Au(T+D),377.71,378.89,375.12,378.26,1.15,0.30%,377.62,"52,552.00","19,844,930,240.00","226,176",多支付给空,"8,076"
Au(T+N1),377.50,379.70,375.50,378.55,1.25,0.33%,378.80,29.20,"11,060,560.00","191,568",,
Au(T+N2),379.95,381.20,378.25,380.85,1.90,0.50%,379.90,9.80,"3,723,220.00","119,734",多支付给空,"1,000"
mAu(T+D),377.98,378.98,375.56,378.34,1.08,0.29%,377.91,"11,179.00","4,224,692,090.00","911,382",空支付给多,"45,960"
Pt99.95,182.15,185.85,182.15,185.49,4.99,2.76%,185.47,306.00,"55,596,240.00",-,,
Ag99.99,"3,700","3,700","3,700","3,700",-31,-0.83%,"3,700","1,290.00","4,773,000.00",86,,
Ag(T+D),"3,640","3,679","3,613","3,668",26,0.71%,"3,649","8,407,410.00","30,681,734,128.00","9,409,636",多支付给空,"24,180"
NYAuTN06,388.55,389.70,385.20,388.65,1.10,0.28%,387.85,323.60,"125,505,700.00","65,942",,
NYAuTN12,388.50,389.50,385.50,388.80,1.70,0.44%,388.00,275.20,"106,779,840.00","64,602",,
PGC30g,383.80,383.80,381.96,382.31,-0.13,-0.03%,382.31,0.78,"298,204.80",-,,
