合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.69,370.30,369.00,370.04,-0.55,-0.15%,369.80,66.00,"24,406,860.00",-,,
Au99.99,373.00,373.00,368.30,370.58,-0.42,-0.11%,369.57,"16,572.12","6,138,551,966.60",-,,
Au100g,370.50,373.25,369.35,371.74,-0.05,-0.01%,370.51,71.60,"26,528,726.00",-,,
iAu99.99,368.50,370.00,368.00,368.50,-1.93,-0.52%,368.49,31.46,"11,592,950.00",-,,
Au(T+D),371.80,371.80,367.47,370.59,0.68,0.18%,369.49,"42,900.00","15,851,537,060.00","175,738",多支付给空,"9,944"
Au(T+N1),375.10,375.10,373.50,374.90,-1.45,-0.39%,374.90,2.20,"824,740.00",602,,
Au(T+N2),370.00,371.90,368.60,371.15,1.30,0.35%,369.45,67.40,"24,900,360.00","89,276",,
mAu(T+D),371.90,372.19,367.77,370.50,0.45,0.12%,369.55,"7,807.20","2,885,183,520.00","561,884",多支付给空,"37,540"
Pt99.95,231.58,231.58,224.00,226.28,-5.87,-2.53%,226.69,940.00,"213,091,920.00",-,,
Ag(T+D),"5,375","5,379","5,236","5,327",-19,-0.36%,"5,314","5,966,704.00","31,709,177,808.00","8,555,166",多支付给空,"123,660"
NYAuTN06,379.20,379.20,375.15,378.00,-0.05,-0.01%,377.20,81.60,"30,778,960.00","3,280",,
NYAuTN12,376.20,376.20,372.35,375.00,0.65,0.17%,374.10,189.40,"70,854,710.00","39,744",,
PGC30g,375.00,376.00,375.00,375.58,-0.95,-0.25%,375.48,0.54,"202,760.40",-,,
