合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,441.00,442.29,441.00,441.09,-5.39,-1.21%,441.20,70.00,"30,884,180.00",-,,
Au99.99,445.13,446.80,439.00,441.90,-4.09,-0.92%,441.84,"10,286.80","4,471,012,539.40",-,,
Au100g,443.84,446.62,440.00,443.03,-2.96,-0.66%,442.43,79.20,"35,040,528.00",-,,
iAu99.99,456.00,456.00,452.00,452.00,-8.02,-1.74%,452.00,210.02,"94,929,120.00",-,,
Au(T+D),444.60,447.09,438.90,442.00,-3.94,-0.88%,442.73,"171,746.00","76,037,556,980.00","289,656",多支付给空,"13,748"
Au(T+N1),457.00,461.00,450.00,454.25,-3.70,-0.81%,453.15,187.80,"85,102,600.00","29,572",多支付给空,
Au(T+N2),447.85,447.85,444.00,445.45,-4.70,-1.04%,445.75,47.60,"21,217,530.00","148,242",,
mAu(T+D),444.80,447.80,439.05,442.02,-4.19,-0.94%,442.60,"17,718.80","7,842,456,684.00","1,017,562",多支付给空,"27,494"
Pt99.95,226.90,228.50,226.90,228.23,0.21,0.09%,227.64,80.00,"18,211,620.00",-,,
Ag(T+D),"6,460","6,684","6,360","6,593",1,0.02%,"6,509","45,452,092.00","295,888,347,442.00","13,251,020",多支付给空,"60,000"
NYAuTN06,468.60,470.00,462.90,464.50,-5.90,-1.25%,465.25,508.60,"236,621,830.00","21,224",,
NYAuTN12,461.50,464.70,456.30,459.00,-4.95,-1.07%,459.15,897.80,"412,224,270.00","92,338",,
PGC30g,449.60,451.20,445.00,446.76,-5.37,-1.19%,448.17,0.66,"295,797.00",-,,
