合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.69,375.08,373.60,374.69,3.18,0.86%,374.18,378.00,"141,441,720.00",-,,
Au99.99,372.39,375.08,371.00,374.65,3.21,0.86%,374.29,"11,051.80","4,146,134,808.00",-,,
Au100g,371.68,375.58,371.66,375.10,2.85,0.77%,374.57,16.00,"5,993,142.00",-,,
iAu99.99,371.00,373.65,371.00,373.47,3.68,1.00%,372.62,"1,500.28","559,010,668.00",-,,
Au(T+D),372.02,375.00,370.71,374.68,3.00,0.81%,373.75,"20,360.00","7,609,675,560.00","167,462",空支付给多,"9,046"
Au(T+N1),371.40,375.80,371.40,375.35,3.15,0.85%,374.70,97.80,"36,644,310.00","135,482",多支付给空,
Au(T+N2),376.80,377.50,376.80,377.15,1.40,0.37%,377.15,0.40,"150,860.00","88,850",多支付给空,240
mAu(T+D),372.00,375.05,370.70,374.59,2.88,0.77%,373.60,"3,613.20","1,349,919,846.00","511,958",多支付给空,"37,680"
Pt99.95,257.00,260.49,256.87,259.91,-1.12,-0.43%,257.53,200.00,"51,507,040.00",-,,
Ag(T+D),"5,367","5,407","5,327","5,391",39,0.73%,"5,367","5,913,036.00","31,735,461,934.00","8,184,042",多支付给空,"1,800"
NYAuTN06,372.15,374.90,370.80,374.40,2.50,0.67%,373.75,42.20,"15,771,750.00","37,690",,
NYAuTN12,376.65,379.45,375.55,379.30,2.75,0.73%,377.95,12.40,"4,686,430.00","25,536",,
PGC30g,380.00,380.00,380.00,380.00,2.04,0.54%,380.00,0.12,"45,600.00",-,,
