合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.00,377.40,377.00,377.01,-0.29,-0.08%,377.04,230.00,"86,720,000.00",-,,
Au99.99,376.80,377.60,375.63,376.95,-0.34,-0.09%,377.20,"15,562.90","5,911,879,247.40",-,,
Au100g,377.00,377.70,376.70,377.36,-0.25,-0.07%,377.29,9.80,"3,697,484.00",-,,
iAu99.99,376.25,377.60,375.00,376.51,-0.12,-0.03%,376.57,"1,924.80","724,832,130.00",-,,
Au(T+D),377.40,377.49,375.36,377.27,-0.13,-0.03%,376.62,"15,970.00","6,014,697,460.00","138,724",空支付给多,"8,956"
Au(T+N1),381.90,381.90,379.65,380.75,-0.15,-0.04%,380.75,3.20,"1,218,480.00",698,,
Au(T+N2),377.55,378.85,376.55,377.65,-0.70,-0.19%,377.50,10.60,"4,001,600.00","88,788",,
mAu(T+D),378.00,378.00,375.43,377.19,-0.11,-0.03%,377.01,"5,666.80","2,136,461,704.00","521,206",多支付给空,"17,638"
Pt99.95,216.37,217.70,216.37,217.00,0.34,0.16%,217.25,544.00,"119,180,780.00",-,,
Ag(T+D),"5,133","5,135","5,075","5,098",-26,-0.51%,"5,094","2,653,326.00","13,516,489,322.00","6,689,978",空支付给多,"80,640"
NYAuTN06,382.25,383.35,381.45,383.05,-0.55,-0.14%,382.90,36.20,"13,861,860.00","20,290",,
NYAuTN12,378.00,379.40,377.25,379.15,-0.20,-0.05%,378.95,56.80,"21,525,230.00","34,490",,
PGC30g,382.60,382.82,382.60,382.71,-0.53,-0.14%,382.71,0.12,"45,925.20",-,,
