合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,399.50,404.50,399.00,401.14,3.67,0.92%,399.38,270.00,"107,833,500.00",-,,
Au99.99,398.12,401.20,398.12,401.00,2.91,0.73%,399.97,"13,622.22","5,355,364,974.20",-,,
Au100g,399.88,401.90,399.55,401.46,2.58,0.65%,400.71,36.80,"14,746,150.00",-,,
Au(T+D),398.70,401.20,398.28,400.51,3.39,0.85%,399.56,"41,728.00","16,672,938,740.00","194,408",空支付给多,"18,694"
Au(T+N1),403.00,406.60,402.00,403.95,2.40,0.60%,404.55,13.80,"5,582,730.00","82,676",,
Au(T+N2),407.90,408.75,405.60,407.15,1.85,0.46%,407.20,6.60,"2,687,530.00","3,754",,
mAu(T+D),399.00,401.42,398.51,400.79,3.05,0.77%,399.90,"8,869.80","3,547,038,906.00","535,798",空支付给多,"51,330"
Pt99.95,229.89,230.99,229.60,230.64,-5.36,-2.27%,230.12,510.00,"112,177,440.00",-,,
Ag(T+D),"5,681","5,728","5,578","5,678",28,0.50%,"5,667","13,210,968.00","74,875,823,006.00","11,006,988",空支付给多,"55,290"
NYAuTN06,406.95,408.80,405.15,406.65,1.85,0.46%,406.50,"1,250.20","508,220,670.00","49,396",,
NYAuTN12,412.00,413.85,410.70,411.35,1.75,0.43%,412.10,27.00,"11,127,310.00","5,316",,
PGC30g,406.15,406.15,405.00,405.38,2.25,0.56%,405.38,0.18,"72,969.00",-,,
