合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,384.80,387.50,384.80,386.79,2.82,0.73%,385.81,616.00,"237,716,560.00",-,,
Au99.99,384.51,388.00,382.99,387.99,2.99,0.78%,386.25,"17,226.42","6,539,146,654.40",-,,
Au100g,386.05,389.90,384.00,389.67,2.66,0.69%,387.09,23.80,"9,212,744.00",-,,
iAu99.99,383.50,386.00,383.50,385.28,3.96,1.04%,384.67,"3,360.84","1,295,603,130.00",-,,
Au(T+D),384.34,387.70,381.05,387.45,2.98,0.78%,384.67,"40,278.00","15,493,754,820.00","173,836",多支付给空,"14,680"
Au(T+N1),385.80,390.70,384.50,390.70,4.65,1.20%,389.80,"1,607.80","626,765,750.00","98,586",,
Au(T+N2),392.45,394.00,388.15,392.90,4.20,1.08%,391.00,7.80,"3,049,660.00","43,824",,
mAu(T+D),385.00,388.28,382.00,388.00,3.59,0.93%,385.61,"10,507.80","4,051,924,956.00","623,296",多支付给空,"61,720"
Pt99.95,227.62,230.40,220.00,230.16,2.75,1.21%,226.51,906.00,"196,994,420.00",-,,
Ag99.99,"5,250","5,250","5,250","5,250",112,2.18%,"5,250",390.00,"2,047,500.00",26,,
Ag(T+D),"5,132","5,248","5,040","5,243",-43,-0.81%,"5,153","13,949,208.00","71,883,062,338.00","10,875,792",多支付给空,"423,060"
NYAuTN06,388.65,390.60,385.85,389.50,0.15,0.04%,388.95,758.80,"295,144,420.00","43,828",,
NYAuTN12,393.45,395.70,391.00,394.95,0.80,0.20%,394.80,101.60,"40,114,620.00","8,904",,
PGC30g,388.63,390.50,388.00,389.10,0.48,0.12%,389.10,0.42,"163,425.60",-,,
