合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.00,373.70,372.40,372.80,10.50,2.90%,373.01,490.00,"182,779,780.00",-,,
Au99.99,370.00,377.48,370.00,371.00,8.50,2.34%,373.38,"13,355.10","4,965,562,250.80",-,,
Au100g,372.00,376.15,371.00,371.68,8.87,2.44%,372.61,116.40,"43,372,718.00",-,,
iAu99.99,375.00,375.00,373.00,373.88,9.46,2.60%,374.00,0.60,"224,400.00",-,,
Au(T+D),375.00,377.00,370.70,370.91,8.02,2.21%,373.44,"81,390.00","30,394,738,660.00","249,054",多支付给空,"15,758"
Au(T+N1),376.00,376.00,372.60,372.80,9.15,2.52%,374.60,48.40,"18,129,800.00","195,416",,
Au(T+N2),378.35,378.35,376.00,376.50,9.70,2.64%,377.10,202.60,"76,404,360.00","117,914",,
mAu(T+D),375.99,376.50,371.00,371.18,8.22,2.26%,373.44,"11,362.60","4,243,313,192.00","877,438",空支付给多,"17,386"
Pt99.95,176.20,178.60,176.20,177.00,2.90,1.67%,177.49,212.00,"37,629,180.00",-,,
Ag(T+D),"3,777","3,777","3,702","3,746",201,5.67%,"3,739","7,429,440.00","27,784,657,006.00","9,048,250",空支付给多,"47,970"
NYAuTN06,383.00,383.00,377.30,377.45,9.65,2.62%,378.70,407.00,"154,128,130.00","64,092",,
NYAuTN12,380.55,384.35,377.90,377.95,8.95,2.43%,379.80,276.80,"105,124,890.00","45,292",,
PGC30g,380.02,380.16,378.40,379.07,10.41,2.82%,379.27,1.32,"500,643.00",-,,
