合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.50,391.65,390.50,391.41,0.49,0.13%,391.26,76.00,"29,735,800.00",-,,
Au99.99,389.12,393.30,389.12,391.13,-0.77,-0.20%,391.02,"6,466.94","2,433,832,762.00",-,,
Au100g,390.26,392.99,390.26,391.33,-0.17,-0.04%,391.35,17.00,"6,653,020.00",-,,
iAu99.99,392.50,393.50,392.02,392.68,-0.68,-0.17%,392.68,"1,250.00","490,854,400.00",-,,
Au(T+D),390.80,393.48,389.60,391.60,1.58,0.41%,391.39,"99,896.00","39,098,995,040.00","234,018",多支付给空,"9,612"
Au(T+N1),390.65,393.10,389.95,390.90,0.45,0.12%,391.40,6.60,"2,583,370.00","111,288",多支付给空,
Au(T+N2),393.00,395.25,392.20,392.80,0.50,0.13%,394.35,141.40,"55,761,590.00","137,336",多支付给空,500
mAu(T+D),390.60,393.40,389.80,391.70,1.57,0.40%,391.46,"11,155.20","4,366,906,124.00","829,836",多支付给空,"31,484"
Pt99.95,196.50,196.50,194.05,195.33,-2.49,-1.26%,194.88,354.00,"68,988,200.00",-,,
Ag99.99,"4,248","4,275","4,248","4,261",-49,-1.14%,"4,261","4,200.00","17,898,300.00",280,,
Ag(T+D),"4,306","4,343","4,187","4,229",-76,-1.77%,"4,269","23,327,966.00","99,591,293,480.00","12,979,388",多支付给空,"30,060"
NYAuTN06,391.20,395.25,390.45,392.90,2.10,0.54%,392.80,331.00,"130,020,820.00","35,574",,
NYAuTN12,396.15,399.30,395.70,397.20,1.45,0.37%,397.45,409.80,"162,875,320.00","78,868",,
PGC30g,397.91,397.91,397.05,397.48,0.84,0.21%,397.48,0.12,"47,697.60",-,,
