合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.20,380.30,378.80,379.90,-0.27,-0.07%,379.87,140.00,"53,182,700.00",-,,
Au99.99,380.93,381.10,378.80,379.24,-1.26,-0.33%,380.11,"7,183.70","2,730,618,530.40",-,,
Au100g,379.19,380.90,379.11,380.39,-0.12,-0.03%,380.37,17.80,"6,770,706.00",-,,
Au(T+D),379.69,381.04,378.40,379.51,-0.29,-0.08%,379.73,"14,196.00","5,390,725,740.00","151,562",多支付给空,"7,898"
Au(T+N1),382.40,384.45,381.80,383.30,0.40,0.10%,383.10,4.40,"1,685,670.00",676,,
Au(T+N2),379.10,382.20,379.10,382.05,1.35,0.35%,381.05,4.60,"1,752,830.00","89,348",,
mAu(T+D),379.91,381.09,378.56,379.57,-0.18,-0.05%,379.85,"4,271.40","1,622,500,322.00","528,642",多支付给空,"17,358"
Pt99.95,244.69,245.77,244.62,245.01,-0.34,-0.14%,244.98,112.00,"27,437,980.00",-,,
Ag(T+D),"5,420","5,469","5,407","5,418",-2,-0.04%,"5,433","3,026,140.00","16,441,081,622.00","8,362,640",空支付给多,"112,740"
NYAuTN06,387.15,387.85,385.70,387.70,-0.10,-0.03%,387.00,9.40,"3,638,080.00","11,480",,
NYAuTN12,383.55,384.35,382.50,383.45,0.15,0.04%,383.40,38.00,"14,568,670.00","36,992",,
PGC30g,385.60,385.60,385.60,385.60,-0.96,-0.25%,385.60,0.06,"23,136.00",-,,
