合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.00,390.00,388.40,388.70,-0.80,-0.21%,389.11,816.00,"317,520,220.00",-,,
Au99.99,390.31,392.50,388.60,390.12,-0.20,-0.05%,389.64,"14,140.94","5,457,444,104.00",-,,
Au100g,391.34,393.00,389.89,390.25,-1.78,-0.45%,390.87,21.40,"8,364,632.00",-,,
Au(T+D),389.15,392.15,388.09,388.50,-2.95,-0.75%,389.46,"24,768.00","9,646,199,480.00","194,990",多支付给空,"9,276"
Au(T+N1),396.00,397.80,393.90,394.55,-2.20,-0.55%,395.05,136.20,"53,809,190.00","73,604",多支付给空,400
Au(T+N2),401.25,401.25,401.25,401.25,0.15,0.04%,401.25,0.20,"80,250.00","3,650",,
mAu(T+D),390.90,392.80,388.60,389.15,-2.62,-0.67%,389.87,"5,779.00","2,253,105,692.00","505,666",空支付给多,"26,166"
Pt99.95,220.60,220.87,220.44,220.66,2.65,1.22%,220.66,46.00,"10,150,360.00",-,,
Ag99.99,"5,273","5,273","5,273","5,273",-384,-6.79%,"5,273","3,000.00","15,819,000.00",200,,
Ag(T+D),"5,341","5,415","5,207","5,268",-150,-2.77%,"5,309","19,135,240.00","101,602,140,796.00","11,434,744",多支付给空,"162,300"
NYAuTN06,397.90,400.00,396.60,397.35,-2.10,-0.53%,397.45,258.60,"102,785,570.00","50,184",,
NYAuTN12,403.35,405.00,401.95,402.20,-1.60,-0.40%,402.80,47.60,"19,174,470.00","2,758",,
PGC30g,397.44,397.44,394.16,394.48,-2.75,-0.69%,394.96,1.62,"639,849.60",-,,
