合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.5,375.40,375.40,375.40,375.40,-8.60,-2.24%,375.40,200.00,"75,080,000.00",-,,
Au99.95,376.60,376.60,374.95,375.04,-0.68,-0.18%,375.32,334.00,"125,593,160.00",-,,
Au99.99,373.68,377.60,373.68,375.62,-1.07,-0.28%,376.20,"12,114.26","4,351,854,498.60",-,,
Au100g,376.77,377.22,374.11,375.66,-1.18,-0.31%,376.41,19.00,"7,151,842.00",-,,
Au(T+D),375.70,377.80,374.99,375.50,-1.32,-0.35%,376.22,"24,720.00","9,300,175,920.00","159,024",多支付给空,"4,524"
Au(T+N1),378.20,380.80,378.10,378.75,-0.40,-0.11%,379.15,6.80,"2,578,410.00",640,,
Au(T+N2),377.00,379.40,376.05,377.20,-1.50,-0.40%,377.60,7.40,"2,794,150.00","89,322",,
mAu(T+D),376.00,377.82,375.04,375.56,-1.19,-0.32%,376.35,"4,172.20","1,570,242,420.00","531,184",多支付给空,"21,348"
Pt99.95,238.97,239.19,236.92,237.01,3.29,1.41%,237.97,124.00,"29,509,120.00",-,,
Ag(T+D),"5,370","5,438","5,345","5,375",7,0.13%,"5,390","4,341,534.00","23,403,287,510.00","8,149,294",多支付给空,"187,500"
NYAuTN06,382.35,384.60,382.05,382.35,-1.40,-0.36%,383.00,66.80,"25,586,180.00","9,626",,
NYAuTN12,379.05,381.50,378.75,378.85,-1.80,-0.47%,379.50,37.00,"14,040,850.00","37,158",,
PGC30g,381.75,382.06,365.29,380.41,-2.44,-0.64%,381.64,4.56,"1,740,303.60",-,,
