合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.00,394.00,391.00,392.41,2.41,0.62%,392.55,414.00,"162,519,780.00",-,,
Au99.99,389.54,394.50,389.54,390.00,-0.39,-0.10%,392.92,"5,896.62","2,316,933,868.20",-,,
Au100g,391.09,394.79,390.50,394.46,2.73,0.70%,393.54,15.80,"6,218,012.00",-,,
iAu99.99,397.00,397.00,394.00,394.85,0.52,0.13%,394.85,0.08,"31,588.00",-,,
Au(T+D),390.00,394.00,389.38,391.94,1.48,0.38%,392.18,"28,750.00","11,275,339,260.00","191,880",多支付给空,"7,480"
Au(T+N1),395.45,398.00,395.10,396.55,1.90,0.48%,396.00,12.80,"5,068,700.00","82,656",多支付给空,400
Au(T+N2),401.80,401.80,401.80,401.80,2.80,0.70%,401.80,0.60,"241,080.00","3,720",,
mAu(T+D),390.40,394.00,389.70,392.30,1.62,0.41%,392.37,"3,889.60","1,526,184,732.00","532,626",多支付给空,"55,908"
Pt99.95,232.58,232.58,232.58,232.58,1.63,0.71%,232.58,10.00,"2,325,800.00",-,,
Ag(T+D),"5,486","5,568","5,466","5,528",57,1.04%,"5,519","9,349,170.00","51,598,092,072.00","11,246,624",多支付给空,"6,480"
NYAuTN06,398.25,402.45,398.25,400.35,2.00,0.50%,400.05,134.60,"53,848,760.00","57,798",,
NYAuTN12,404.85,407.55,403.80,405.05,1.20,0.30%,405.45,61.80,"25,058,210.00","4,964",,
PGC30g,398.62,398.62,397.03,397.95,2.00,0.51%,397.95,0.54,"214,896.00",-,,
