合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.50,376.05,375.00,375.31,-0.09,-0.02%,375.12,118.00,"44,265,200.00",-,,
Au99.99,376.00,377.39,374.02,375.39,-0.60,-0.16%,375.32,"9,797.86","3,711,898,050.80",-,,
Au100g,376.00,376.60,374.27,375.30,0.17,0.05%,375.15,11.00,"4,126,696.00",-,,
Au(T+D),376.80,377.68,373.70,375.48,1.10,0.29%,375.66,"21,358.00","8,023,463,840.00","154,468",多支付给空,"4,828"
Au(T+N1),378.80,380.45,376.70,377.85,0.30,0.08%,378.50,9.20,"3,482,410.00",622,,
Au(T+N2),377.00,377.85,375.80,377.15,1.90,0.51%,377.25,6.00,"2,263,410.00","89,268",,
mAu(T+D),376.32,377.66,373.68,375.47,1.22,0.33%,375.61,"4,697.20","1,764,347,396.00","533,840",多支付给空,"15,856"
Pt99.95,240.22,242.00,234.00,237.31,-2.68,-1.12%,236.37,878.00,"209,782,360.00",-,,
Ag(T+D),"5,486","5,508","5,373","5,424",-29,-0.53%,"5,424","5,841,520.00","31,687,890,714.00","7,974,360",空支付给多,"130,170"
NYAuTN06,383.40,384.00,380.50,383.30,1.60,0.42%,383.00,120.60,"46,190,050.00","7,650",,
NYAuTN12,380.30,381.00,377.35,379.25,2.15,0.57%,379.15,37.80,"14,331,410.00","37,094",,
PGC30g,383.38,383.38,381.01,382.48,2.01,0.53%,382.48,0.30,"114,744.60",-,,
