合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,399.80,399.80,399.30,399.38,-1.15,-0.29%,399.58,126.00,"50,348,000.00",-,,
Au99.99,401.75,401.75,399.30,399.79,-0.60,-0.15%,400.32,"10,055.28","3,942,116,344.00",-,,
Au100g,400.59,401.33,399.98,400.30,-0.48,-0.12%,400.36,40.20,"16,094,858.00",-,,
iAu99.99,405.28,405.28,405.28,405.28,0.28,0.07%,405.28,0.02,"8,105.60",-,,
Au(T+D),400.00,401.08,399.00,399.65,-1.26,-0.31%,400.02,"49,434.00","19,775,041,940.00","259,774",多支付给空,"5,954"
Au(T+N1),406.05,407.00,406.05,406.55,-1.15,-0.28%,406.45,9.40,"3,820,860.00","24,910",多支付给空,200
Au(T+N2),403.00,403.85,402.00,402.25,-1.95,-0.48%,402.75,21.80,"8,780,290.00","141,446",多支付给空,600
mAu(T+D),400.09,401.13,399.10,399.65,-1.23,-0.31%,400.13,"7,213.80","2,886,493,552.00","920,732",多支付给空,"18,412"
Pt99.95,194.00,195.70,194.00,195.56,0.45,0.23%,195.48,66.00,"12,902,200.00",-,,
Ag99.99,"4,560","4,560","4,560","4,560",30,0.66%,"4,560",240.00,"1,094,400.00",16,,
Ag(T+D),"4,568","4,572","4,523","4,541",-6,-0.13%,"4,549","12,586,556.00","57,257,232,046.00","14,070,860",多支付给空,"175,530"
NYAuTN06,412.00,413.50,411.00,411.50,-1.35,-0.33%,412.25,190.40,"78,496,090.00","18,896",,
NYAuTN12,409.05,410.05,407.95,408.50,-1.25,-0.31%,408.95,313.80,"128,333,750.00","74,038",,
PGC30g,406.26,406.26,405.45,405.97,-0.51,-0.13%,405.97,0.18,"73,075.20",-,,
