合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,364.70,364.70,363.40,363.44,-0.76,-0.21%,363.90,500.00,"181,830,400.00",-,,
Au99.99,364.20,364.39,362.00,363.64,-0.98,-0.27%,363.58,"29,464.94","10,747,037,581.00",-,,
Au100g,364.50,368.99,364.33,364.77,-1.23,-0.34%,365.42,27.20,"9,939,680.00",-,,
iAu99.99,362.00,362.35,361.01,362.00,0.04,0.01%,362.00,,"1,155,684,766.40",-,,
Au(T+D),362.90,364.39,361.87,363.11,-2.19,-0.60%,363.31,"21,332.00","7,750,132,500.00","135,608",空支付给多,"8,146"
Au(T+N1),367.00,367.00,367.00,367.00,-3.15,-0.85%,367.00,0.40,"146,800.00",696,,
Au(T+N2),362.15,364.95,360.55,363.25,-2.00,-0.55%,361.60,53.60,"19,382,190.00","89,118",,
mAu(T+D),363.03,364.42,361.99,363.52,-2.19,-0.60%,363.44,"7,968.00","2,895,924,248.00","555,790",多支付给空,"129,944"
Pt99.95,211.80,211.88,210.00,210.50,-1.55,-0.73%,210.76,490.00,"103,276,140.00",-,,
Ag99.99,"4,810","4,810","4,745","4,750",-50,-1.04%,"4,773","17,820.00","85,071,540.00","1,188",,
Ag(T+D),"4,715","4,795","4,694","4,722",-71,-1.48%,"4,744","3,769,478.00","17,882,809,750.00","6,777,958",多支付给空,"22,380"
NYAuTN06,367.40,370.00,366.75,369.10,-0.80,-0.22%,369.10,105.80,"39,051,560.00","21,318",,
NYAuTN12,363.70,365.05,362.70,364.35,-1.80,-0.49%,364.20,147.20,"53,610,710.00","32,696",,
PGC30g,369.59,370.00,369.59,369.85,-2.60,-0.70%,369.85,0.18,"66,573.60",-,,
