合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.90,376.40,375.50,376.24,1.65,0.44%,375.95,136.00,"51,130,300.00",-,,
Au99.99,376.00,376.50,373.90,376.37,1.36,0.36%,375.96,"7,262.34","2,768,028,162.40",-,,
Au100g,376.89,376.89,375.56,376.11,0.17,0.05%,376.39,10.60,"3,989,836.00",-,,
Au(T+D),373.89,376.50,373.65,376.40,1.63,0.43%,375.63,"17,756.00","6,669,739,920.00","153,986",空支付给多,"6,116"
Au(T+N1),377.55,379.50,377.55,378.50,-1.35,-0.36%,378.50,0.40,"151,410.00",686,,
mAu(T+D),374.00,376.60,373.80,376.56,1.67,0.45%,375.52,"2,977.60","1,118,164,952.00","532,610",多支付给空,"10,192"
Pt99.95,237.00,237.00,236.00,236.44,2.58,1.10%,236.70,166.00,"39,293,660.00",-,,
Ag99.99,"5,303","5,303","5,296","5,296",-66,-1.23%,"5,296","3,360.00","17,797,080.00",224,,
Ag(T+D),"5,214","5,288","5,209","5,260",37,0.71%,"5,250","3,650,476.00","19,165,501,526.00","8,625,016",多支付给空,"241,380"
NYAuTN06,380.85,383.70,380.45,383.45,1.85,0.48%,382.05,18.80,"7,182,890.00","11,866",,
NYAuTN12,377.40,380.20,377.10,380.10,1.60,0.42%,379.00,20.40,"7,731,510.00","36,984",,
PGC30g,381.90,381.90,381.90,381.90,1.90,0.50%,381.90,0.06,"22,914.00",-,,
