合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.20,390.25,389.00,389.11,-4.25,-1.08%,390.06,378.00,"147,443,800.00",-,,
Au99.99,393.99,393.99,388.87,390.00,-3.16,-0.80%,389.75,"11,956.02","4,627,772,388.80",-,,
Au100g,393.30,393.30,389.96,390.64,-3.51,-0.89%,391.04,43.80,"17,127,570.00",-,,
iAu99.99,392.25,392.25,392.25,392.25,-2.00,-0.51%,392.25,0.02,"7,845.00",-,,
iAu100g,338.00,338.00,320.00,336.28,16.28,5.09%,336.28,4.20,"1,412,400.00",-,,
Au(T+D),392.02,392.97,388.48,389.58,-3.42,-0.87%,390.20,"86,520.00","33,760,676,720.00","227,228",空支付给多,"9,630"
Au(T+N1),391.35,393.00,388.80,389.20,-2.90,-0.74%,391.35,"2,044.80","800,211,920.00","153,292",多支付给空,562
Au(T+N2),396.60,396.60,390.90,391.30,-3.75,-0.95%,391.90,149.40,"58,547,680.00","130,796",多支付给空,400
mAu(T+D),392.20,393.15,388.75,389.73,-3.27,-0.83%,390.31,"12,569.40","4,905,964,688.00","833,354",多支付给空,"35,996"
Pt99.95,200.00,200.86,199.50,200.50,-1.70,-0.84%,200.42,122.00,"24,451,860.00",-,,
Ag(T+D),"4,225","4,257","4,147","4,168",-40,-0.95%,"4,193","17,560,432.00","73,632,738,858.00","11,721,228",多支付给空,"347,040"
NYAuTN06,397.00,397.40,392.80,393.35,-4.35,-1.09%,394.55,585.00,"230,819,810.00","38,824",,
NYAuTN12,399.70,400.05,395.40,395.90,-4.75,-1.19%,396.70,311.60,"123,610,180.00","80,226",,
PGC30g,396.15,396.15,395.00,395.61,-2.95,-0.74%,395.61,0.18,"71,211.00",-,,
