合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,398.00,398.00,393.50,394.00,-6.95,-1.73%,394.53,368.00,"145,190,280.00",-,,
Au99.99,400.00,401.58,394.00,395.29,-5.38,-1.34%,396.45,"19,430.26","7,708,865,429.80",-,,
Au100g,402.00,403.00,395.51,396.87,-4.37,-1.09%,398.90,55.80,"22,258,852.00",-,,
iAu99.99,403.00,403.00,403.00,403.00,-8.06,-1.96%,403.00,0.02,"8,060.00",-,,
Au(T+D),400.79,401.85,393.35,395.20,-7.23,-1.80%,396.82,"60,840.00","24,142,902,560.00","271,676",空支付给多,"6,902"
Au(T+N1),408.60,409.00,398.20,402.60,-8.65,-2.10%,403.40,36.20,"14,603,970.00","31,832",,
Au(T+N2),400.50,404.00,395.55,396.75,-8.65,-2.13%,400.25,38.60,"15,449,850.00","157,528",,
mAu(T+D),400.79,402.20,393.50,395.00,-8.01,-1.99%,397.11,"13,613.60","5,406,143,696.00","1,005,632",空支付给多,"38,128"
Pt99.95,196.91,196.91,191.94,192.35,-3.85,-1.96%,193.74,746.00,"144,530,100.00",-,,
Ag99.99,"5,229","5,229","5,229","5,229",-581,-10.00%,"5,229",60.00,"313,740.00",4,,
Ag(T+D),"4,939","4,999","4,628","4,739",-330,-6.51%,"4,819","30,365,998.00","146,334,626,164.00","11,942,984",多支付给空,"57,090"
NYAuTN06,415.50,417.60,409.50,412.10,-5.65,-1.35%,411.95,546.20,"225,006,460.00","27,678",,
NYAuTN12,401.00,413.55,401.00,407.95,-5.10,-1.23%,409.05,244.60,"100,056,630.00","93,064",,
PGC30g,405.07,406.08,400.01,400.26,-4.86,-1.20%,402.37,2.76,"1,110,547.20",-,,
