合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,413.10,414.00,413.00,413.30,-0.60,-0.15%,413.42,136.00,"56,225,700.00",-,,
Au99.99,411.01,415.79,409.92,414.78,0.28,0.07%,413.82,"12,923.44","5,174,349,342.20",-,,
Au100g,413.00,415.58,409.75,414.70,0.50,0.12%,412.88,41.00,"16,928,330.00",-,,
Au(T+D),411.01,415.88,408.30,413.96,0.80,0.19%,412.47,"81,330.00","33,546,209,060.00","257,142",空支付给多,"6,172"
Au(T+N1),418.35,424.75,417.15,423.60,1.35,0.32%,420.20,297.60,"125,050,600.00","32,088",,
Au(T+N2),414.10,418.00,412.05,415.80,0.20,0.05%,416.25,54.00,"22,478,260.00","155,208",,
mAu(T+D),411.00,416.06,408.88,414.48,1.10,0.27%,412.80,"12,129.60","5,007,207,818.00","948,838",空支付给多,"18,846"
Pt99.95,206.00,208.72,206.00,207.09,-3.20,-1.52%,207.48,782.00,"162,255,000.00",-,,
Ag99.99,"5,852","5,852","5,852","5,852",-322,-5.22%,"5,852","3,000.00","17,556,000.00",200,,
Ag(T+D),"5,805","5,910","5,663","5,828",-70,-1.19%,"5,803","28,855,264.00","167,449,450,750.00","12,209,388",多支付给空,"5,880"
沪纽金TN06,430.00,434.50,427.50,431.80,-0.30,-0.07%,431.15,108.80,"46,908,400.00","23,228",,
沪纽金TN12,424.80,429.90,422.25,427.30,0.15,0.04%,426.20,485.60,"206,954,920.00","91,364",,
熊猫金币30g,417.00,420.90,415.22,418.56,0.78,0.19%,418.66,1.92,"803,832.60",-,,
