合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,428.00,428.20,427.00,427.04,-0.97,-0.23%,427.48,78.00,"33,343,800.00",-,,
Au99.99,428.99,429.79,425.50,427.68,-1.29,-0.30%,428.11,"13,223.50","5,661,169,307.60",-,,
Au100g,428.64,429.88,426.24,428.08,-0.08,-0.02%,428.39,47.00,"20,134,792.00",-,,
iAu99.99,442.00,442.00,442.00,442.00,9.52,2.20%,442.00,51.10,"22,586,200.00",-,,
Au(T+D),428.00,430.58,425.50,427.76,2.64,0.62%,427.79,"89,112.00","38,121,993,840.00","281,906",多支付给空,"13,544"
Au(T+N1),436.65,439.90,435.00,437.40,2.65,0.61%,437.30,6.20,"2,711,390.00","26,584",多支付给空,400
Au(T+N2),437.95,437.95,430.00,431.60,-0.10,-0.02%,431.80,16.20,"6,995,390.00","146,216",,
mAu(T+D),427.91,430.19,425.50,427.64,2.34,0.55%,427.87,"10,760.20","4,604,058,544.00","952,054",多支付给空,"60,588"
Pt99.95,210.00,211.97,210.00,211.35,-3.01,-1.40%,211.59,102.00,"21,582,820.00",-,,
Ag(T+D),"5,642","5,713","5,561","5,666",151,2.74%,"5,647","21,659,400.00","122,318,689,676.00","12,330,326",多支付给空,"127,200"
NYAuTN06,449.00,449.75,445.90,448.55,1.70,0.38%,448.25,216.80,"97,186,190.00","20,634",,
NYAuTN12,443.55,445.35,441.50,443.75,2.60,0.59%,444.00,699.00,"310,347,860.00","90,184",,
PGC30g,435.10,435.10,433.26,433.68,1.58,0.37%,433.97,1.38,"598,887.60",-,,
