合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.00,380.00,376.00,377.20,-1.69,-0.45%,377.83,126.00,"47,607,800.00",-,,
Au99.99,380.10,380.30,376.10,377.03,-1.45,-0.38%,376.99,"7,824.20","2,963,032,750.60",-,,
Au100g,379.66,379.80,376.00,378.47,-1.18,-0.31%,377.62,33.60,"12,688,224.00",-,,
iAu99.99,377.00,377.20,376.75,377.07,-1.73,-0.46%,377.07,4.40,"1,659,150.00",-,,
Au(T+D),379.47,380.48,375.93,377.00,-1.09,-0.29%,377.82,"29,438.00","11,122,478,620.00","152,528",空支付给多,"6,072"
Au(T+N1),382.50,382.50,381.00,382.05,1.25,0.33%,382.25,4.20,"1,605,430.00",712,,
Au(T+N2),379.20,381.90,378.20,380.00,0.55,0.14%,379.85,11.00,"4,178,320.00","89,332",,
mAu(T+D),378.46,380.48,375.92,377.19,-0.94,-0.25%,377.54,"5,172.20","1,952,727,626.00","533,228",多支付给空,"17,178"
Pt99.95,232.60,232.65,230.50,232.00,-2.34,-1.00%,231.79,"1,066.00","246,935,380.00",-,,
Ag(T+D),"5,220","5,230","5,134","5,210",-14,-0.27%,"5,187","4,380,586.00","22,722,645,906.00","9,209,610",多支付给空,"362,040"
NYAuTN06,387.45,387.75,383.50,384.25,-1.40,-0.36%,384.75,30.00,"11,542,680.00","11,706",,
NYAuTN12,382.95,384.00,379.75,380.90,-1.15,-0.30%,381.05,37.60,"14,327,530.00","37,012",,
PGC30g,382.25,382.40,382.25,382.28,-2.25,-0.59%,382.28,0.24,"91,749.00",-,,
