合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,399.30,399.40,399.10,399.35,2.01,0.51%,399.26,318.00,"126,966,500.00",-,,
Au99.99,399.00,399.66,396.55,399.39,1.93,0.49%,399.32,"8,512.28","3,274,954,928.80",-,,
Au100g,396.64,399.58,396.64,399.25,1.41,0.35%,399.21,30.00,"11,976,470.00",-,,
iAu99.99,403.90,403.90,403.90,403.90,2.65,0.66%,403.90,0.02,"8,078.00",-,,
iAu100g,395.99,396.00,395.99,395.99,50.24,14.53%,395.99,0.60,"237,598.00",-,,
Au(T+D),396.56,399.87,396.39,399.42,1.79,0.45%,398.88,"67,894.00","27,081,598,720.00","248,270",多支付给空,"7,882"
Au(T+N1),400.65,404.80,400.65,404.50,2.30,0.57%,404.35,8.60,"3,477,360.00","23,856",多支付给空,120
Au(T+N2),399.80,402.80,399.80,402.45,1.85,0.46%,402.35,66.20,"26,635,600.00","140,586",多支付给空,600
mAu(T+D),396.85,399.85,396.55,399.29,1.68,0.42%,398.99,"7,541.00","3,008,843,328.00","887,794",多支付给空,"30,738"
Pt99.95,198.45,199.30,198.45,198.66,4.22,2.17%,198.84,66.00,"13,123,700.00",-,,
Ag(T+D),"4,325","4,385","4,315","4,374",15,0.34%,"4,360","9,779,054.00","42,637,683,458.00","13,528,116",多支付给空,"58,740"
NYAuTN06,407.55,411.35,407.10,410.60,1.55,0.38%,409.80,155.20,"63,599,700.00","16,030",,
NYAuTN12,405.30,408.90,405.15,408.15,1.60,0.39%,407.90,476.20,"194,253,400.00","74,710",,
PGC30g,405.48,405.48,402.55,404.14,1.05,0.26%,404.14,0.24,"96,995.40",-,,
