合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.00,381.00,374.20,374.30,-6.57,-1.73%,375.19,548.00,"212,555,420.00",-,,
Au99.99,378.39,381.65,373.60,374.00,-7.09,-1.86%,375.25,"17,830.58","6,718,849,803.60",-,,
Au100g,383.99,383.99,375.00,375.00,-7.36,-1.92%,376.88,61.40,"23,140,470.00",-,,
iAu99.99,376.20,376.50,375.60,376.49,-5.61,-1.47%,376.49,896.26,"336,757,056.00",-,,
Au(T+D),379.80,382.20,373.39,373.80,-6.42,-1.69%,376.14,"45,752.00","17,209,611,900.00","170,036",多支付给空,"7,538"
Au(T+N1),383.50,383.50,379.00,380.10,-4.75,-1.23%,381.50,7.80,"2,975,820.00",606,,
Au(T+N2),380.50,382.50,374.60,375.00,-7.10,-1.86%,377.40,24.60,"9,284,300.00","89,594",,
mAu(T+D),380.06,382.40,373.50,374.41,-5.96,-1.57%,375.77,"12,029.00","4,520,204,746.00","567,364",多支付给空,"35,496"
Pt99.95,245.49,245.57,241.10,241.77,-3.67,-1.50%,242.83,"1,826.00","446,088,060.00",-,,
Ag99.99,"5,512","5,512","5,512","5,512",-138,-2.44%,"5,512",120.00,"661,440.00",8,,
Ag(T+D),"5,608","5,633","5,461","5,466",-134,-2.39%,"5,526","5,798,058.00","32,042,910,176.00","8,365,172",多支付给空,"218,940"
NYAuTN06,390.20,391.00,381.90,382.65,-6.80,-1.75%,385.30,166.20,"64,040,290.00","2,038",,
NYAuTN12,386.20,387.90,378.75,378.80,-8.20,-2.12%,381.65,730.20,"278,691,460.00","43,334",,
PGC30g,381.75,382.01,381.00,381.59,-4.86,-1.26%,381.63,0.90,"343,471.80",-,,
