合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.30,370.65,369.90,370.02,-0.52,-0.14%,370.36,312.00,"115,552,700.00",-,,
Au99.99,371.98,372.10,369.50,370.74,0.39,0.11%,370.46,"12,263.70","4,582,106,393.80",-,,
Au100g,372.95,372.95,370.21,370.96,-0.04,-0.01%,371.07,20.40,"7,569,900.00",-,,
iAu99.99,369.90,370.00,369.41,369.87,-0.20,-0.05%,369.63,364.04,"134,562,580.60",-,,
Au(T+D),372.00,372.30,369.03,370.74,-1.15,-0.31%,370.55,"16,020.00","5,936,221,340.00","166,816",空支付给多,"10,578"
Au(T+N1),374.20,376.10,373.80,375.10,-0.75,-0.20%,375.00,8.60,"3,225,000.00",612,,
Au(T+N2),373.10,373.10,370.30,371.95,-1.70,-0.45%,371.95,8.20,"3,049,930.00","89,260",,
mAu(T+D),371.65,372.46,369.30,370.94,-0.94,-0.25%,370.69,"3,822.80","1,417,110,382.00","549,004",多支付给空,"31,726"
Pt99.95,237.54,238.33,237.54,238.00,4.30,1.84%,238.02,158.00,"37,607,280.00",-,,
Ag(T+D),"5,358","5,401","5,338","5,381",15,0.28%,"5,367","3,109,414.00","16,689,360,088.00","8,342,300",多支付给空,"98,910"
NYAuTN06,380.25,380.25,377.35,377.65,-1.00,-0.26%,378.25,27.20,"10,288,090.00","4,624",,
NYAuTN12,376.65,376.80,374.05,374.50,-1.60,-0.43%,375.10,82.80,"31,058,120.00","37,788",,
PGC30g,376.30,376.30,376.30,376.30,-1.10,-0.29%,376.30,0.06,"22,578.00",-,,
