合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.70,368.75,367.70,368.62,-1.00,-0.27%,368.00,226.00,"83,168,400.00",-,,
Au99.99,369.01,369.50,367.25,368.51,-0.93,-0.25%,368.09,"11,144.16","4,115,341,115.00",-,,
Au100g,371.00,371.00,368.70,370.54,-0.23,-0.06%,369.45,27.00,"9,975,390.00",-,,
iAu99.99,366.80,367.80,366.80,367.80,-0.84,-0.23%,367.48,59.66,"21,924,323.80",-,,
Au(T+D),369.11,369.50,366.94,368.19,-2.08,-0.56%,368.02,"20,056.00","7,381,105,260.00","151,244",空支付给多,"6,394"
Au(T+N1),373.50,373.70,371.05,372.25,-1.95,-0.52%,372.35,9.40,"3,500,250.00",756,,
Au(T+N2),368.30,368.50,365.20,367.80,-1.65,-0.45%,367.55,11.80,"4,337,060.00","91,846",空支付给多,
mAu(T+D),368.73,369.58,367.17,368.29,-1.63,-0.44%,367.88,"5,263.20","1,936,233,592.00","650,572",多支付给空,"37,024"
Pt99.95,208.42,208.42,202.72,204.92,-3.09,-1.49%,206.25,872.00,"179,852,480.00",-,,
Ag99.99,"4,748","4,757","4,736","4,745",-143,-2.93%,"4,745","31,980.00","151,751,040.00","2,132",,
Ag(T+D),"4,784","4,797","4,683","4,701",-100,-2.08%,"4,726","3,478,434.00","16,440,965,090.00","7,357,296",多支付给空,"106,800"
NYAuTN06,373.95,373.95,371.85,373.20,-0.80,-0.21%,372.75,26.20,"9,766,420.00","28,070",,
NYAuTN12,369.35,369.35,366.85,368.40,-1.25,-0.34%,368.10,34.60,"12,736,580.00","21,384",,
PGC30g,375.15,469.00,374.01,374.29,-2.23,-0.59%,383.27,0.66,"252,958.20",-,,
