合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.60,393.50,391.60,393.48,1.99,0.51%,392.87,246.00,"96,646,480.00",-,,
Au99.99,391.00,393.80,391.00,393.50,2.40,0.61%,392.90,"16,291.40","6,399,943,715.00",-,,
Au100g,391.05,394.00,391.05,394.00,1.83,0.47%,393.15,17.20,"6,762,256.00",-,,
iAu99.99,391.30,392.40,390.90,391.84,1.87,0.48%,391.84,80.22,"31,434,118.00",-,,
Au(T+D),391.49,393.79,390.90,393.38,2.37,0.61%,392.67,"29,202.00","11,466,809,600.00","170,468",空支付给多,"12,494"
Au(T+N1),393.60,394.95,389.00,393.20,3.30,0.85%,392.20,13.80,"5,412,520.00","114,336",空支付给多,"18,004"
Au(T+N2),395.45,396.40,394.10,395.65,2.40,0.61%,395.35,10.60,"4,190,690.00","89,074",多支付给空,140
mAu(T+D),391.00,393.78,391.00,393.64,2.75,0.70%,392.73,"3,069.40","1,205,454,610.00","517,728",空支付给多,"29,474"
Pt99.95,252.00,253.72,252.00,253.58,1.64,0.65%,253.24,188.00,"48,108,040.00",-,,
Ag99.99,"5,798","5,798","5,798","5,798",134,2.37%,"5,798","1,050.00","6,087,900.00",70,,
Ag(T+D),"5,686","5,783","5,664","5,774",124,2.19%,"5,734","4,487,500.00","25,731,682,848.00","8,379,774",多支付给空,"210,060"
NYAuTN06,391.15,393.30,391.00,393.15,2.00,0.51%,392.40,39.60,"15,539,780.00","34,412",,
NYAuTN12,395.25,396.95,394.30,396.65,2.55,0.65%,395.55,45.60,"18,036,580.00","27,846",,
PGC30g,398.50,399.22,398.50,398.86,0.88,0.22%,398.86,0.12,"47,863.20",-,,
