合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.00,373.20,372.00,372.18,-2.19,-0.59%,372.52,124.00,"46,193,600.00",-,,
Au99.99,371.10,373.99,371.10,372.87,-1.33,-0.36%,372.76,"18,733.08","7,221,065,585.80",-,,
Au100g,372.23,373.70,370.37,373.27,-1.51,-0.40%,372.49,30.60,"11,398,454.00",-,,
iAu99.99,373.00,373.00,371.50,372.19,-1.07,-0.29%,372.37,"2,340.04","871,739,712.00",-,,
Au(T+D),373.57,374.10,371.50,372.71,-1.18,-0.32%,372.68,"22,014.00","8,204,395,440.00","156,086",空支付给多,"4,516"
Au(T+N1),376.05,377.40,375.25,376.30,-0.95,-0.25%,376.20,6.60,"2,482,990.00",722,,
Au(T+N2),374.70,374.70,371.70,373.25,-0.40,-0.11%,373.25,4.60,"1,716,940.00","89,058",,
mAu(T+D),373.33,374.03,371.60,372.74,-1.08,-0.29%,372.73,"4,437.40","1,653,974,394.00","552,678",空支付给多,"15,680"
Pt99.95,218.00,218.00,214.66,215.01,-5.24,-2.38%,216.05,588.00,"127,041,820.00",-,,
Ag(T+D),"5,068","5,071","4,940","4,981",-81,-1.60%,"4,995","5,244,570.00","26,201,626,836.00","7,492,546",空支付给多,"78,240"
NYAuTN06,378.55,379.35,377.40,378.35,-1.10,-0.29%,378.30,28.00,"10,592,010.00","16,074",,
NYAuTN12,375.90,376.20,373.25,374.45,-1.55,-0.41%,374.60,144.20,"54,017,840.00","34,842",,
PGC30g,378.90,378.90,378.90,378.90,-1.51,-0.40%,378.90,0.06,"22,734.00",-,,
