合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.30,381.75,380.30,381.26,1.05,0.28%,380.92,166.00,"63,233,560.00",-,,
Au99.99,380.21,382.08,380.10,380.70,0.00,0.00%,381.01,"11,050.48","4,222,921,923.20",-,,
Au100g,382.00,383.00,381.00,381.55,0.01,0.00%,381.94,37.20,"14,208,224.00",-,,
iAu99.99,379.40,379.60,379.00,379.33,0.03,0.01%,379.41,346.48,"131,460,250.00",-,,
Au(T+D),381.50,382.24,379.66,380.57,-0.38,-0.10%,380.99,"16,744.00","6,379,457,120.00","156,210",空支付给多,"6,920"
Au(T+N1),381.10,382.70,381.10,381.95,0.50,0.13%,381.95,0.60,"229,160.00","132,660",多支付给空,600
Au(T+N2),384.00,384.80,382.30,384.00,0.10,0.03%,383.60,13.00,"4,987,180.00","88,950",,
mAu(T+D),381.95,382.15,379.81,380.70,-0.26,-0.07%,381.02,"2,965.00","1,129,751,248.00","492,636",空支付给多,"40,126"
Pt99.95,271.50,271.50,266.10,267.12,-2.39,-0.89%,267.30,792.00,"211,703,680.00",-,,
Ag99.99,"5,667","5,667","5,667","5,667",14,0.25%,"5,667",510.00,"2,890,170.00",34,,
Ag(T+D),"5,715","5,720","5,564","5,615",-44,-0.78%,"5,637","6,277,106.00","35,384,613,424.00","8,368,266",空支付给多,"3,000"
NYAuTN06,381.35,381.65,379.85,380.90,0.55,0.14%,380.85,40.60,"15,463,290.00","36,940",,
NYAuTN12,384.30,385.50,383.55,384.50,0.30,0.08%,384.45,243.20,"93,500,480.00","25,312",,
PGC30g,387.89,387.89,387.30,387.59,0.69,0.18%,387.59,0.12,"46,511.40",-,,
