合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,353.81,355.00,353.61,355.00,-3.42,-0.95%,354.42,282.00,"99,947,660.00",-,,
Au99.99,358.50,359.69,353.43,355.70,-3.30,-0.92%,354.55,"11,647.78","4,144,026,695.20",-,,
Au100g,359.49,360.21,354.00,356.95,-2.62,-0.73%,355.79,52.60,"18,714,608.00",-,,
iAu99.99,354.28,355.00,353.00,354.96,-6.14,-1.70%,353.37,890.36,"314,632,789.60",-,,
Au(T+D),358.27,359.64,353.00,355.50,-2.39,-0.67%,355.00,"44,914.00","15,944,642,500.00","155,120",空支付给多,"9,936"
Au(T+N1),359.00,359.45,357.00,357.55,-3.20,-0.89%,357.40,4.60,"1,644,000.00","141,148",多支付给空,600
Au(T+N2),362.00,362.00,358.10,360.50,-2.30,-0.63%,359.60,41.80,"15,030,740.00","65,874",多支付给空,240
mAu(T+D),357.56,359.92,353.20,354.95,-3.24,-0.90%,355.20,"9,330.80","3,314,310,598.00","569,032",空支付给多,"34,468"
Pt99.95,252.00,252.00,241.70,243.06,-9.50,-3.76%,243.34,582.00,"141,625,420.00",-,,
Ag(T+D),"5,305","5,367","5,110","5,148",-206,-3.85%,"5,240","12,364,752.00","64,794,050,950.00","8,435,696",多支付给空,"368,010"
NYAuTN06,360.00,360.25,354.10,355.90,-2.75,-0.77%,355.60,328.40,"116,788,580.00","40,000",,
NYAuTN12,365.20,365.50,359.55,361.10,-3.60,-0.99%,360.60,172.80,"62,316,470.00","17,260",,
PGC30g,360.00,361.00,359.24,359.75,-2.94,-0.81%,359.77,1.08,"388,558.80",-,,
