合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.80,367.30,366.60,366.97,1.77,0.48%,367.01,574.00,"210,665,300.00",-,,
Au99.99,367.00,367.79,276.99,367.37,2.22,0.61%,367.09,"13,870.72","5,132,410,983.40",-,,
Au100g,366.50,368.20,366.50,367.48,1.48,0.40%,367.35,13.40,"4,922,492.00",-,,
iAu99.99,320.10,366.25,320.10,366.20,2.34,0.64%,365.85,"1,686.14","616,878,153.20",-,,
Au(T+D),365.35,367.50,365.00,367.22,-0.23,-0.06%,366.73,"17,438.00","6,395,104,040.00","142,706",多支付给空,"5,848"
Au(T+N1),370.00,370.00,370.00,370.00,-1.90,-0.51%,370.00,0.60,"222,000.00",700,,
Au(T+N2),367.80,367.80,367.80,367.80,-0.05,-0.01%,367.80,0.40,"147,120.00","89,116",,
mAu(T+D),365.80,367.70,365.01,367.23,0.68,0.19%,366.83,"5,248.00","1,925,164,930.00","601,300",空支付给多,"66,488"
Pt99.95,218.07,219.99,218.07,219.41,-2.66,-1.20%,218.97,178.00,"38,977,880.00",-,,
Ag99.99,"4,810","4,839","4,810","4,829",35,0.73%,"4,829","18,360.00","88,662,600.00","1,224",,
Ag(T+D),"4,785","4,833","4,762","4,797",-35,-0.72%,"4,796","1,683,432.00","8,075,053,656.00","6,271,220",多支付给空,"138,960"
NYAuTN06,370.65,372.50,370.65,372.30,0.45,0.12%,371.95,39.00,"14,505,980.00","19,908",,
NYAuTN12,366.75,368.70,366.25,368.45,-0.65,-0.18%,367.45,66.40,"24,397,530.00","31,962",,
PGC30g,371.87,371.87,371.87,371.87,-0.23,-0.06%,371.87,0.06,"22,312.20",-,,
