合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.40,392.00,391.00,391.40,0.10,0.03%,391.47,864.00,"338,235,380.00",-,,
Au99.99,395.00,395.00,391.00,391.65,-0.45,-0.11%,391.85,"10,247.98","4,015,746,138.40",-,,
Au100g,392.31,394.07,392.00,392.74,-0.01,0.00%,392.41,36.60,"14,362,220.00",-,,
iAu99.99,395.49,395.49,392.21,393.30,-0.90,-0.23%,393.30,0.06,"23,598.20",-,,
Au(T+D),390.90,392.99,390.72,391.83,0.92,0.24%,391.67,"32,444.00","12,707,496,420.00","238,580",多支付给空,"8,830"
Au(T+N1),396.15,399.30,396.15,398.10,0.65,0.16%,398.05,15.80,"6,289,050.00","40,204",,
Au(T+N2),392.20,392.90,391.20,391.80,0.20,0.05%,391.80,6.20,"2,429,140.00","138,304",多支付给空,
mAu(T+D),391.80,393.10,391.05,392.20,0.97,0.25%,391.93,"4,589.20","1,798,678,260.00","503,806",多支付给空,"58,080"
Pt99.95,210.30,210.30,208.52,208.77,-1.91,-0.91%,209.25,86.00,"17,996,180.00",-,,
Ag(T+D),"5,031","5,095","5,013","5,019",23,0.46%,"5,054","11,440,950.00","57,832,499,428.00","11,939,040",多支付给空,"310,500"
NYAuTN06,401.50,403.50,400.80,402.20,0.60,0.15%,401.95,53.00,"21,303,960.00","43,474",,
NYAuTN12,395.70,397.80,395.70,397.00,1.05,0.27%,396.50,163.20,"64,708,870.00","41,634",,
PGC30g,396.89,397.31,396.47,396.91,1.45,0.37%,396.90,0.36,"142,887.00",-,,
