合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,362.60,362.60,361.00,361.63,2.09,0.58%,361.65,728.00,"263,282,460.00",-,,
Au99.99,362.79,363.00,360.00,362.08,1.66,0.46%,361.97,"10,442.64","3,799,108,875.40",-,,
Au100g,362.51,364.80,361.02,361.93,0.43,0.12%,362.52,34.20,"12,398,224.00",-,,
iAu99.99,362.00,362.00,360.85,361.10,3.30,0.92%,361.06,600.04,"216,699,480.00",-,,
Au(T+D),361.20,362.98,359.60,361.28,0.98,0.27%,361.48,"44,798.00","16,193,778,600.00","150,676",空支付给多,"12,244"
Au(T+N1),361.00,365.00,361.00,362.40,0.15,0.04%,362.40,1.20,"434,910.00","141,276",多支付给空,400
Au(T+N2),368.00,368.75,365.50,367.10,1.50,0.41%,367.15,6.40,"2,349,760.00","65,572",,
mAu(T+D),361.25,363.27,360.01,361.66,1.20,0.33%,361.81,"6,772.80","2,450,531,654.00","584,080",空支付给多,"40,400"
Pt99.95,256.89,259.54,256.89,259.21,4.37,1.71%,258.50,244.00,"63,436,320.00",-,,
Ag(T+D),"5,363","5,485","5,359","5,456",62,1.15%,"5,422","6,712,826.00","36,399,829,420.00","8,036,420",多支付给空,"134,970"
NYAuTN06,362.25,364.00,360.90,362.55,1.40,0.39%,362.55,119.20,"43,216,010.00","38,836",,
NYAuTN12,368.00,369.50,366.90,368.35,1.35,0.37%,368.30,25.20,"9,281,710.00","16,968",,
PGC30g,367.62,368.88,367.00,367.00,1.67,0.46%,367.50,1.98,"727,654.80",-,,
