合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.30,371.40,369.30,371.01,1.70,0.46%,369.89,422.00,"156,093,900.00",-,,
Au99.99,369.76,372.20,368.20,372.18,2.40,0.65%,370.19,"15,454.10","5,752,438,709.20",-,,
Au100g,372.80,372.80,370.00,372.68,1.37,0.37%,371.78,17.20,"6,394,624.00",-,,
iAu99.99,368.75,371.00,368.75,370.82,2.07,0.56%,370.09,141.42,"52,338,395.00",-,,
Au(T+D),368.73,371.70,368.00,371.30,2.74,0.74%,369.95,"16,096.00","5,954,782,400.00","154,504",多支付给空,"8,010"
Au(T+N1),374.85,375.00,374.85,374.90,1.25,0.33%,374.90,0.40,"149,970.00",748,,
Au(T+N2),366.20,371.00,366.20,370.60,-3.95,-1.05%,368.90,5.20,"1,918,180.00","91,876",空支付给多,
mAu(T+D),369.30,371.88,368.08,371.60,2.70,0.73%,370.10,"3,344.20","1,237,716,358.00","655,424",多支付给空,"12,698"
Pt99.95,212.00,212.42,211.06,211.83,-1.64,-0.77%,211.73,296.00,"62,674,840.00",-,,
Ag(T+D),"4,847","4,862","4,831","4,858",15,0.31%,"4,846","1,014,552.00","4,917,201,562.00","6,992,226",多支付给空,"94,230"
NYAuTN06,373.00,376.50,372.90,376.15,3.70,0.99%,374.70,71.80,"26,904,710.00","28,086",,
NYAuTN12,368.85,371.70,368.15,371.40,2.70,0.73%,369.20,24.60,"9,082,410.00","21,122",,
PGC30g,375.10,377.00,375.10,377.00,1.40,0.37%,376.45,0.54,"203,283.60",-,,
