合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,413.45,413.45,412.00,412.66,-0.47,-0.11%,412.93,192.00,"79,283,800.00",-,,
Au99.99,423.89,423.89,412.00,412.58,-0.42,-0.10%,413.30,"11,486.14","4,692,949,004.60",-,,
Au100g,413.73,414.98,413.00,413.25,-1.55,-0.37%,413.64,20.60,"8,521,084.00",-,,
iAu99.99,424.00,424.00,424.00,424.00,-1.20,-0.28%,424.00,0.02,"8,480.00",-,,
Au(T+D),412.80,414.10,411.16,412.38,-2.30,-0.55%,412.81,"53,250.00","21,982,639,060.00","245,154",多支付给空,"7,798"
Au(T+N1),420.20,423.40,420.15,421.70,-0.85,-0.20%,421.70,5.80,"2,445,890.00","30,694",,
Au(T+N2),415.10,417.60,414.85,415.80,-0.90,-0.22%,415.30,153.00,"63,542,360.00","154,480",,
mAu(T+D),413.09,414.17,411.61,412.44,-2.36,-0.57%,412.87,"7,211.40","2,977,389,288.00","971,658",空支付给多,"19,360"
Pt99.95,213.90,215.00,213.20,213.56,-0.57,-0.27%,214.16,124.00,"26,556,180.00",-,,
Ag(T+D),"5,732","5,795","5,702","5,741",-90,-1.54%,"5,749","15,133,050.00","87,011,750,364.00","12,323,574",多支付给空,"18,240"
NYAuTN06,436.50,437.55,433.30,434.20,-4.30,-0.98%,435.25,124.00,"53,973,230.00","22,260",,
NYAuTN12,431.00,432.00,427.95,428.40,-3.90,-0.90%,429.50,837.40,"359,680,180.00","98,382",,
PGC30g,418.01,499.12,413.00,418.18,0.17,0.04%,423.82,0.84,"356,013.00",-,,
