合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,382.30,382.80,381.69,382.66,-8.74,-2.23%,382.13,406.00,"155,145,820.00",-,,
Au99.99,390.90,391.89,381.51,383.36,-8.29,-2.12%,382.82,"14,317.08","5,278,025,652.80",-,,
Au100g,391.60,391.90,382.50,383.95,-8.79,-2.24%,384.75,65.60,"25,239,836.00",-,,
iAu99.99,389.01,389.18,380.50,385.82,-7.48,-1.90%,385.82,0.44,"169,763.80",-,,
Au(T+D),390.10,391.13,381.01,382.53,-9.14,-2.33%,384.73,"59,510.00","22,895,330,440.00","238,858",空支付给多,"8,870"
Au(T+N1),396.20,396.70,387.10,389.10,-8.95,-2.25%,391.25,34.20,"13,381,530.00","40,328",,
Au(T+N2),390.50,390.50,382.15,383.15,-8.65,-2.21%,385.60,5.20,"2,005,040.00","138,328",多支付给空,
mAu(T+D),390.60,391.33,381.37,383.00,-8.93,-2.28%,384.51,"9,759.20","3,752,543,762.00","513,862",空支付给多,"19,274"
Pt99.95,203.50,207.03,203.50,207.02,-1.75,-0.84%,206.04,372.00,"75,566,680.00",-,,
Ag(T+D),"4,975","5,022","4,830","4,886",-168,-3.32%,"4,917","19,763,256.00","97,182,806,404.00","12,448,232",多支付给空,"339,990"
NYAuTN06,401.00,404.00,392.30,393.90,-8.05,-2.00%,396.80,121.20,"48,094,010.00","43,766",,
NYAuTN12,395.65,396.30,386.90,388.65,-7.85,-1.98%,388.85,266.60,"103,667,780.00","41,300",,
PGC30g,393.10,393.10,385.00,386.69,-10.22,-2.57%,388.36,1.38,"535,950.00",-,,
