合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.20,377.15,376.20,376.85,-3.64,-0.96%,376.85,22.00,"8,290,700.00",-,,
Au99.99,380.01,380.90,376.25,376.25,-4.65,-1.22%,377.17,"17,444.10","6,589,425,466.00",-,,
Au100g,380.08,380.80,376.51,377.05,-2.66,-0.70%,377.66,25.60,"9,668,126.00",-,,
iAu99.99,376.40,377.00,375.90,376.01,-3.49,-0.92%,376.19,4.28,"1,610,103.00",-,,
Au(T+D),380.04,380.49,376.00,376.08,-4.15,-1.09%,377.45,"25,814.00","9,743,622,960.00","155,294",空支付给多,"7,554"
Au(T+N1),384.00,384.00,380.05,380.50,-3.50,-0.91%,381.15,3.80,"1,448,480.00",730,,
Au(T+N2),380.70,380.90,377.05,378.85,-2.50,-0.66%,379.35,9.60,"3,641,580.00","89,268",,
mAu(T+D),380.65,380.65,376.20,376.23,-3.98,-1.05%,377.65,"4,240.20","1,601,324,734.00","541,000",空支付给多,"12,598"
Pt99.95,226.50,229.31,226.00,228.41,-0.70,-0.31%,228.15,"1,930.00","444,889,180.00",-,,
Ag99.99,"5,350","5,350","5,350","5,350",-7,-0.13%,"5,350",390.00,"2,086,500.00",26,,
Ag(T+D),"5,328","5,349","5,290","5,319",-12,-0.23%,"5,320","3,262,064.00","17,355,475,738.00","7,341,314",多支付给空,"180,180"
NYAuTN06,386.90,387.00,382.55,382.70,-4.35,-1.12%,383.80,28.80,"11,053,470.00","12,144",,
NYAuTN12,383.00,383.40,379.30,379.45,-4.40,-1.15%,380.45,96.40,"36,678,120.00","36,486",,
PGC30g,380.00,383.49,379.01,380.97,-5.53,-1.43%,380.91,1.02,"388,531.20",-,,
