合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.00,369.80,369.00,369.71,-1.95,-0.52%,369.62,218.00,"80,578,400.00",-,,
Au99.99,368.53,372.00,368.00,369.89,-2.59,-0.70%,369.60,"20,280.12","7,529,831,320.00",-,,
Au100g,372.58,372.58,368.80,371.76,-2.52,-0.67%,370.99,38.00,"14,097,896.00",-,,
iAu99.99,368.60,368.64,368.60,368.62,-2.35,-0.63%,368.62,0.40,"147,448.00",-,,
Au(T+D),370.49,370.49,367.50,369.59,-3.90,-1.04%,369.29,"27,490.00","10,151,816,300.00","157,448",空支付给多,"4,676"
Au(T+N1),374.00,374.95,373.00,373.60,-4.10,-1.09%,373.65,1.20,"448,390.00",752,,
mAu(T+D),370.50,370.63,367.60,369.35,-4.03,-1.08%,369.37,"6,460.20","2,386,252,968.00","649,702",多支付给空,"25,368"
Pt99.95,214.18,214.18,207.00,210.97,-6.19,-2.85%,210.66,966.00,"203,501,340.00",-,,
Ag99.99,"4,877","4,877","4,877","4,877",-265,-5.15%,"4,877",360.00,"1,755,720.00",24,,
Ag(T+D),"4,870","4,893","4,803","4,847",-141,-2.83%,"4,839","3,915,922.00","18,950,793,434.00","7,033,074",多支付给空,"218,040"
NYAuTN06,374.65,374.70,371.70,373.80,-4.35,-1.15%,373.45,155.20,"57,959,730.00","27,644",,
NYAuTN12,370.50,370.50,368.00,369.60,-4.20,-1.12%,369.20,38.80,"14,325,480.00","20,908",,
PGC30g,375.30,376.05,375.30,375.68,-3.32,-0.88%,375.68,0.24,"90,165.00",-,,
