合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.00,375.50,374.30,374.89,3.08,0.83%,374.87,212.00,"79,474,160.00",-,,
Au99.99,373.50,375.95,373.33,374.70,2.90,0.78%,374.81,"13,764.10","5,186,778,167.80",-,,
Au100g,375.23,376.47,374.36,375.67,3.32,0.89%,375.38,33.60,"12,612,912.00",-,,
iAu99.99,373.60,373.90,373.18,373.51,3.06,0.83%,373.55,"1,006.24","375,889,885.60",-,,
Au(T+D),374.30,376.00,371.80,374.67,3.42,0.92%,374.73,"23,262.00","8,717,167,420.00","166,596",空支付给多,"7,776"
Au(T+N1),376.90,377.00,375.00,375.80,2.95,0.79%,375.85,134.40,"50,513,540.00","141,400",多支付给空,600
Au(T+N2),378.00,379.50,376.20,377.95,4.30,1.15%,377.90,30.80,"11,639,420.00","88,860",,
mAu(T+D),374.20,375.95,373.40,374.73,3.42,0.92%,374.84,"7,008.40","2,627,043,466.00","525,516",多支付给空,"42,846"
Pt99.95,262.52,263.88,262.32,263.37,2.24,0.86%,262.89,214.00,"56,260,440.00",-,,
Ag99.99,"5,400","5,400","5,400","5,400",64,1.20%,"5,400","4,380.00","23,652,000.00",292,,
Ag(T+D),"5,441","5,458","5,333","5,369",8,0.15%,"5,394","5,680,834.00","30,642,860,826.00","8,170,902",空支付给多,"170,610"
NYAuTN06,374.85,375.75,373.25,374.45,3.00,0.81%,374.25,131.00,"49,027,550.00","37,706",,
NYAuTN12,379.50,380.95,378.00,378.95,2.75,0.73%,379.40,36.00,"13,658,140.00","25,436",,
PGC30g,381.00,381.11,380.76,380.95,3.65,0.97%,380.95,0.18,"68,572.20",-,,
