合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.20,378.30,375.00,376.38,-3.52,-0.93%,376.70,102.00,"38,423,980.00",-,,
Au99.99,379.06,380.24,376.26,376.50,-2.74,-0.72%,377.86,"9,824.12","3,712,217,014.60",-,,
Au100g,378.70,379.19,376.98,377.00,-3.39,-0.89%,378.32,26.60,"10,063,476.00",-,,
iAu99.99,377.00,377.00,376.75,376.75,4.27,1.15%,376.75,20.40,"7,685,800.00",-,,
Au(T+D),378.86,380.50,376.25,376.49,-3.24,-0.85%,377.97,"23,664.00","8,944,333,260.00","150,592",空支付给多,"4,980"
Au(T+N1),381.80,382.00,380.30,380.65,-2.45,-0.64%,380.75,2.20,"837,620.00",686,,
Au(T+N2),380.10,380.90,377.55,378.80,-2.25,-0.59%,379.50,9.40,"3,567,400.00","89,330",,
mAu(T+D),378.96,380.49,376.21,376.52,-3.33,-0.88%,378.17,"5,906.40","2,233,663,018.00","536,516",多支付给空,"14,608"
Pt99.95,240.68,240.68,237.51,237.84,-7.17,-2.93%,239.21,776.00,"189,024,960.00",-,,
Ag(T+D),"5,400","5,415","5,239","5,250",-183,-3.37%,"5,327","7,808,950.00","41,598,678,254.00","9,247,290",空支付给多,"158,970"
NYAuTN06,385.95,387.40,383.60,383.95,-3.05,-0.79%,384.85,14.60,"5,618,710.00","11,508",,
NYAuTN12,382.65,383.55,380.00,380.45,-2.95,-0.77%,381.45,33.80,"12,892,730.00","36,954",,
PGC30g,384.20,384.20,384.20,384.20,-1.40,-0.36%,384.20,0.06,"23,052.00",-,,
