合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.50,381.50,380.50,380.65,-1.23,-0.32%,380.75,330.00,"125,649,600.00",-,,
Au99.99,380.00,383.50,380.00,380.68,-1.47,-0.38%,381.20,"14,433.06","5,501,953,668.60",-,,
Au100g,380.66,382.80,379.55,380.31,-1.56,-0.41%,380.88,27.80,"10,588,524.00",-,,
iAu99.99,380.20,381.50,380.20,381.00,-1.07,-0.28%,380.95,2.22,"845,730.00",-,,
Au(T+D),380.50,383.26,379.61,380.76,-1.73,-0.45%,381.17,"33,550.00","12,788,415,980.00","151,042",空支付给多,"7,086"
Au(T+N1),384.00,386.80,383.60,385.30,-1.45,-0.37%,385.30,6.60,"2,542,880.00",756,,
Au(T+N2),382.20,383.35,381.05,382.20,0.00,0.00%,382.20,4.60,"1,758,050.00","91,866",,
mAu(T+D),380.95,383.47,379.50,380.94,-1.54,-0.40%,381.40,"7,101.80","2,708,656,614.00","557,990",多支付给空,"66,758"
Pt99.95,230.65,230.65,228.50,229.02,-3.31,-1.42%,228.92,214.00,"48,989,140.00",-,,
Ag(T+D),"5,128","5,208","5,088","5,117",-43,-0.83%,"5,132","4,130,762.00","21,200,349,454.00","6,838,946",多支付给空,"95,220"
NYAuTN06,384.75,388.00,384.60,386.80,-0.20,-0.05%,386.70,247.40,"95,668,400.00","26,550",,
NYAuTN12,382.50,384.95,382.20,382.45,-1.45,-0.38%,383.25,61.20,"23,455,660.00","22,946",,
PGC30g,386.50,388.50,368.88,383.32,-5.68,-1.46%,383.32,0.36,"137,995.20",-,,
