合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.88,392.00,390.88,391.68,-0.70,-0.18%,391.60,58.00,"22,712,960.00",-,,
Au99.99,392.90,392.90,390.10,391.93,-0.48,-0.12%,391.93,"14,108.10","4,679,276,415.80",-,,
Au100g,392.51,394.39,391.11,392.58,-0.33,-0.08%,392.77,18.20,"7,148,518.00",-,,
iAu99.99,395.80,396.25,395.00,395.68,0.68,0.17%,395.68,0.08,"31,655.00",-,,
Au(T+D),392.46,393.08,389.60,391.92,2.62,0.67%,391.90,"63,942.00","25,058,900,940.00","222,408",空支付给多,"15,874"
Au(T+N1),391.30,392.50,389.00,392.05,4.85,1.25%,391.55,101.60,"39,781,280.00","111,530",多支付给空,790
Au(T+N2),395.85,395.85,392.85,393.55,2.50,0.64%,394.35,92.20,"36,360,260.00","132,288",多支付给空,400
mAu(T+D),392.25,393.12,389.78,391.71,2.09,0.54%,391.88,"9,753.40","3,822,192,108.00","819,758",空支付给多,"43,136"
Pt99.95,200.55,203.00,199.55,202.63,0.03,0.01%,201.10,352.00,"70,789,720.00",-,,
Ag(T+D),"4,238","4,288","4,202","4,246",58,1.38%,"4,246","18,006,610.00","76,459,219,896.00","12,381,466",多支付给空,"172,950"
NYAuTN06,396.50,397.00,393.80,396.25,2.95,0.75%,396.15,371.20,"147,051,060.00","35,340",,
NYAuTN12,399.25,399.80,397.00,398.85,2.75,0.69%,398.55,202.60,"80,744,960.00","82,020",,
PGC30g,398.33,398.33,398.00,398.13,0.13,0.03%,398.13,0.18,"71,664.00",-,,
