合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.55,381.05,380.55,380.86,-1.70,-0.44%,380.78,174.00,"66,257,120.00",-,,
Au99.99,384.99,385.50,380.00,381.70,-0.69,-0.18%,380.97,"11,876.10","4,526,668,574.20",-,,
Au100g,383.70,385.50,380.30,381.49,-1.61,-0.42%,381.67,27.60,"10,534,184.00",-,,
iAu99.99,384.11,384.11,380.50,381.28,-0.81,-0.21%,381.85,1.00,"381,852.00",-,,
Au(T+D),384.79,385.85,380.05,381.65,-1.03,-0.27%,381.94,"39,762.00","15,186,854,880.00","154,932",空支付给多,"13,528"
Au(T+N1),386.15,388.00,384.05,386.20,-0.75,-0.19%,386.30,3.20,"1,236,180.00",766,,
Au(T+N2),384.95,385.00,382.00,382.45,0.75,0.20%,383.15,1.40,"536,420.00","91,812",,
mAu(T+D),384.55,385.86,380.06,381.49,-1.18,-0.31%,381.91,"7,510.60","2,868,444,936.00","589,806",多支付给空,"51,506"
Pt99.95,229.49,229.49,227.65,227.96,-3.89,-1.68%,228.42,604.00,"137,557,740.00",-,,
Ag(T+D),"5,149","5,188","5,089","5,122",3,0.06%,"5,126","3,370,226.00","17,279,129,810.00","6,633,568",多支付给空,"244,230"
NYAuTN06,391.05,391.65,385.65,386.60,-1.80,-0.46%,387.40,85.20,"33,005,560.00","27,150",,
NYAuTN12,386.65,387.25,381.65,381.95,-2.20,-0.57%,382.35,617.40,"236,075,210.00","20,606",,
PGC30g,386.60,386.60,386.60,386.60,-2.03,-0.52%,386.60,0.06,"23,196.00",-,,
