合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.70,373.00,370.70,372.00,5.09,1.39%,371.98,380.00,"141,355,700.00",-,,
Au99.99,369.50,372.49,366.40,371.99,4.83,1.32%,371.48,"16,141.40","6,068,048,531.00",-,,
Au100g,369.00,373.95,367.00,373.09,4.89,1.33%,371.45,29.00,"10,772,272.00",-,,
iAu99.99,366.91,371.72,366.91,371.72,5.60,1.53%,370.73,"1,162.74","431,066,195.60",-,,
Au(T+D),368.95,372.46,365.88,371.95,4.82,1.31%,370.69,"39,044.00","14,473,391,180.00","148,008",空支付给多,"6,636"
Au(T+N1),373.60,375.50,373.60,375.25,4.30,1.16%,374.45,2.60,"973,580.00",694,,
Au(T+N2),369.00,372.45,367.20,371.25,3.85,1.05%,370.70,2.80,"1,037,950.00","89,122",,
mAu(T+D),368.72,372.50,366.00,371.89,4.70,1.28%,370.87,"9,765.40","3,621,720,950.00","509,932",多支付给空,"103,070"
Pt99.95,220.88,221.57,219.50,220.75,2.43,1.11%,220.56,362.00,"77,691,280.00",-,,
Ag(T+D),"4,835","4,900","4,780","4,884",104,2.18%,"4,847","4,395,482.00","21,308,534,308.00","6,502,030",多支付给空,"35,880"
NYAuTN06,374.30,377.60,371.00,377.30,5.10,1.37%,375.20,96.20,"36,092,550.00","19,714",,
NYAuTN12,370.25,373.50,367.20,373.45,5.25,1.43%,372.05,205.60,"76,491,870.00","31,328",,
PGC30g,377.57,377.57,377.57,377.57,7.45,2.01%,377.57,0.06,"22,654.20",-,,
