合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.25,378.55,377.25,377.98,3.78,1.01%,377.98,328.00,"123,978,500.00",-,,
Au99.99,375.70,378.70,375.50,377.94,1.45,0.39%,377.97,"13,796.50","5,348,691,820.60",-,,
Au100g,376.99,379.28,376.05,378.20,2.55,0.68%,378.07,14.20,"5,368,606.00",-,,
iAu99.99,377.75,378.00,377.75,377.97,2.67,0.71%,377.97,"1,724.08","651,271,270.00",-,,
Au(T+D),375.90,378.73,375.75,377.86,2.79,0.74%,377.64,"36,576.00","13,812,897,080.00","156,826",空支付给多,"4,818"
Au(T+N1),378.35,381.80,378.35,380.80,1.90,0.50%,380.55,6.60,"2,511,770.00",702,,
Au(T+N2),377.95,380.00,376.40,379.00,2.90,0.77%,378.25,15.00,"5,673,960.00","89,238",,
mAu(T+D),375.95,378.79,375.80,378.03,2.73,0.73%,377.74,"5,334.40","2,015,040,654.00","529,718",多支付给空,"11,552"
Pt99.95,230.00,231.54,229.00,231.03,0.95,0.41%,231.04,150.00,"34,656,020.00",-,,
Ag(T+D),"5,254","5,267","5,159","5,211",-34,-0.65%,"5,204","4,907,614.00","25,540,188,364.00","7,967,652",多支付给空,"219,150"
NYAuTN06,383.55,385.35,383.40,385.00,2.90,0.76%,384.70,34.80,"13,388,300.00","12,036",,
NYAuTN12,380.40,382.10,379.60,381.60,2.65,0.70%,381.25,43.00,"16,393,300.00","37,068",,
PGC30g,385.00,385.00,385.00,385.00,4.50,1.18%,385.00,0.06,"23,100.00",-,,
