合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,371.10,372.05,371.05,371.46,-0.16,-0.04%,371.22,264.00,"98,003,100.00",-,,
Au99.99,371.53,373.50,371.00,371.00,-0.99,-0.27%,371.31,"18,053.88","6,706,998,768.20",-,,
Au100g,373.75,374.35,372.10,372.90,-0.38,-0.10%,373.10,21.60,"8,059,014.00",-,,
iAu99.99,370.00,370.25,370.00,370.14,0.53,0.14%,370.14,0.60,"222,084.00",-,,
Au(T+D),372.20,373.46,370.77,370.87,1.43,0.39%,371.72,"13,206.00","4,909,006,820.00","147,428",空支付给多,"5,820"
Au(T+N1),374.00,374.00,374.00,374.00,2.65,0.71%,374.00,0.20,"74,800.00",638,,
Au(T+N2),375.20,378.40,374.60,375.90,0.95,0.25%,376.40,10.00,"3,764,260.00","3,146",,
mAu(T+D),372.38,373.48,370.97,371.08,1.08,0.29%,371.58,"4,014.20","1,491,611,042.00","701,076",空支付给多,"21,500"
Pt99.95,200.26,200.26,199.28,199.56,-1.87,-0.93%,199.52,"2,120.00","572,576,180.00",-,,
Ag(T+D),"4,745","4,766","4,685","4,700",-10,-0.21%,"4,719","1,966,412.00","9,279,527,232.00","7,604,750",空支付给多,"108,360"
NYAuTN06,376.05,376.50,374.25,374.50,2.05,0.55%,374.70,10.60,"3,972,050.00","28,308",,
NYAuTN12,379.95,380.50,378.05,378.60,1.15,0.30%,378.45,62.60,"23,692,810.00","1,366",,
PGC30g,377.02,377.02,376.85,376.95,0.02,0.01%,376.93,0.90,"339,237.00",-,,
