合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.30,378.60,375.00,377.82,3.62,0.97%,378.04,612.00,"231,364,400.00",-,,
Au99.99,375.00,379.12,375.00,377.99,3.49,0.93%,378.42,"16,664.42","6,305,804,246.80",-,,
Au100g,374.39,379.76,374.39,378.20,3.81,1.02%,378.04,48.00,"18,146,182.00",-,,
iAu99.99,373.80,377.00,373.80,376.80,3.10,0.83%,376.65,350.44,"131,993,452.00",-,,
Au(T+D),374.92,379.08,374.51,377.44,4.56,1.22%,377.53,"37,478.00","14,149,077,800.00","157,904",空支付给多,"11,766"
Au(T+N1),377.50,382.80,377.50,380.95,5.90,1.57%,380.30,11.80,"4,487,350.00","142,560",多支付给空,234
Au(T+N2),381.80,385.60,381.05,383.80,4.75,1.25%,383.40,5.60,"2,147,150.00","65,186",,
mAu(T+D),374.90,379.25,374.62,378.00,4.65,1.25%,377.84,"7,517.80","2,840,592,084.00","607,738",空支付给多,"67,182"
Pt99.95,272.60,274.03,271.80,271.82,-3.89,-1.41%,272.96,482.00,"127,511,280.00",-,,
Ag99.99,"5,785","5,785","5,785","5,785",105,1.85%,"5,785",840.00,"4,859,400.00",56,,
Ag(T+D),"5,647","5,812","5,604","5,756",140,2.49%,"5,719","9,618,776.00","55,014,007,382.00","9,326,382",多支付给空,"1,110"
NYAuTN06,376.00,380.25,375.60,378.90,5.15,1.38%,378.60,252.60,"95,630,290.00","39,156",,
NYAuTN12,381.30,385.35,381.30,384.45,5.25,1.38%,383.90,191.20,"73,402,190.00","16,080",,
PGC30g,381.05,384.26,381.05,382.65,4.83,1.28%,382.65,0.12,"45,918.60",-,,
