合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.20,375.20,374.15,374.20,-2.77,-0.73%,374.50,216.00,"80,892,380.00",-,,
Au99.99,379.49,379.50,374.11,376.49,-1.19,-0.32%,374.79,"8,478.82","3,177,846,852.60",-,,
Au100g,377.09,377.09,374.25,375.65,-2.19,-0.58%,375.55,26.40,"9,914,556.00",-,,
iAu99.99,375.30,375.30,375.30,375.30,-0.72,-0.19%,375.30,2.00,"750,600.00",-,,
Au(T+D),377.10,377.22,374.05,375.66,-0.59,-0.16%,375.07,"26,186.00","9,821,725,640.00","153,704",多支付给空,"5,880"
Au(T+N1),378.50,379.85,378.05,378.90,-0.45,-0.12%,378.90,4.20,"1,591,500.00",688,,
Au(T+N2),377.55,377.55,375.10,376.25,-2.45,-0.65%,376.10,29.40,"11,057,810.00","89,236",,
mAu(T+D),377.34,377.38,374.12,375.55,-0.67,-0.18%,375.30,"3,578.40","1,343,000,762.00","533,496",多支付给空,"24,718"
Pt99.95,232.00,232.00,229.62,230.08,-1.20,-0.52%,230.56,366.00,"84,385,860.00",-,,
Ag(T+D),"5,278","5,282","5,222","5,248",-2,-0.04%,"5,245","2,428,628.00","12,740,259,442.00","8,053,194",多支付给空,"222,750"
NYAuTN06,383.10,383.70,381.00,383.65,0.45,0.12%,382.10,24.80,"9,476,350.00","11,954",,
NYAuTN12,380.10,380.25,377.70,380.10,0.55,0.14%,378.95,44.00,"16,674,510.00","37,012",,
PGC30g,380.50,380.50,380.50,380.50,-2.50,-0.65%,380.50,0.06,"22,830.00",-,,
