合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,383.00,383.00,382.30,382.56,1.91,0.50%,382.61,202.00,"77,287,800.00",-,,
Au99.99,381.50,383.50,381.04,382.39,1.71,0.45%,382.79,"11,143.58","4,262,446,203.80",-,,
Au100g,382.49,383.22,381.51,383.10,2.79,0.73%,382.66,27.40,"10,485,052.00",-,,
iAu99.99,381.71,382.70,381.20,382.09,1.09,0.29%,381.87,25.66,"9,798,903.00",-,,
Au(T+D),381.80,383.47,381.50,382.23,1.06,0.28%,382.68,"19,536.00","7,476,048,740.00","152,672",空支付给多,"6,406"
Au(T+N1),386.95,386.95,386.95,386.95,1.65,0.43%,386.95,4.80,"1,857,360.00",762,,
Au(T+N2),383.00,383.00,381.00,381.90,-0.30,-0.08%,381.70,12.00,"4,580,710.00","91,810",,
mAu(T+D),382.34,383.48,381.50,382.48,1.08,0.28%,382.67,"5,101.80","1,952,349,484.00","564,850",多支付给空,"32,646"
Pt99.95,232.57,233.11,231.74,231.85,2.83,1.24%,232.21,144.00,"33,439,300.00",-,,
Ag(T+D),"5,142","5,153","5,091","5,109",-23,-0.45%,"5,119","2,015,824.00","10,319,484,538.00","6,771,460",多支付给空,"355,590"
NYAuTN06,388.00,389.35,387.90,388.20,1.50,0.39%,388.40,64.80,"25,167,770.00","26,740",,
NYAuTN12,383.85,384.55,383.30,384.05,0.80,0.21%,384.15,110.60,"42,484,930.00","23,064",,
PGC30g,388.50,388.89,388.50,388.63,5.31,1.39%,388.63,0.18,"69,953.40",-,,
